county,precinct,precinct_code,office,district,party,candidate,votes
Delaware,PRECINCT COLUMBUS CITY A,AAA,U.S. House,12,R,Troy Balderson,101
Delaware,PRECINCT COLUMBUS CITY A,AAA,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT COLUMBUS CITY A,AAA,U.S. House,12,D,Danny O'Connor,114
Delaware,PRECINCT DELAWARE CITY 1-A,AAB,U.S. House,12,R,Troy Balderson,168
Delaware,PRECINCT DELAWARE CITY 1-A,AAB,U.S. House,12,G,Joe Manchik,2
Delaware,PRECINCT DELAWARE CITY 1-A,AAB,U.S. House,12,D,Danny O'Connor,121
Delaware,PRECINCT DELAWARE CITY 1-B,AAC,U.S. House,12,R,Troy Balderson,263
Delaware,PRECINCT DELAWARE CITY 1-B,AAC,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT DELAWARE CITY 1-B,AAC,U.S. House,12,D,Danny O'Connor,266
Delaware,PRECINCT DELAWARE CITY 1-C,AAD,U.S. House,12,R,Troy Balderson,229
Delaware,PRECINCT DELAWARE CITY 1-C,AAD,U.S. House,12,G,Joe Manchik,4
Delaware,PRECINCT DELAWARE CITY 1-C,AAD,U.S. House,12,D,Danny O'Connor,169
Delaware,PRECINCT DELAWARE CITY 1-D,AAE,U.S. House,12,R,Troy Balderson,146
Delaware,PRECINCT DELAWARE CITY 1-D,AAE,U.S. House,12,G,Joe Manchik,2
Delaware,PRECINCT DELAWARE CITY 1-D,AAE,U.S. House,12,D,Danny O'Connor,144
Delaware,PRECINCT DELAWARE CITY 1-E,AAF,U.S. House,12,R,Troy Balderson,84
Delaware,PRECINCT DELAWARE CITY 1-E,AAF,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT DELAWARE CITY 1-E,AAF,U.S. House,12,D,Danny O'Connor,117
Delaware,PRECINCT DELAWARE CITY 1-F,AAG,U.S. House,12,R,Troy Balderson,169
Delaware,PRECINCT DELAWARE CITY 1-F,AAG,U.S. House,12,G,Joe Manchik,0
Delaware,PRECINCT DELAWARE CITY 1-F,AAG,U.S. House,12,D,Danny O'Connor,193
Delaware,PRECINCT DELAWARE CITY 1-G,AAH,U.S. House,12,R,Troy Balderson,162
Delaware,PRECINCT DELAWARE CITY 1-G,AAH,U.S. House,12,G,Joe Manchik,3
Delaware,PRECINCT DELAWARE CITY 1-G,AAH,U.S. House,12,D,Danny O'Connor,159
Delaware,PRECINCT DELAWARE CITY 2-A,AAI,U.S. House,12,R,Troy Balderson,289
Delaware,PRECINCT DELAWARE CITY 2-A,AAI,U.S. House,12,G,Joe Manchik,5
Delaware,PRECINCT DELAWARE CITY 2-A,AAI,U.S. House,12,D,Danny O'Connor,204
Delaware,PRECINCT DELAWARE CITY 2-B,AAJ,U.S. House,12,R,Troy Balderson,238
Delaware,PRECINCT DELAWARE CITY 2-B,AAJ,U.S. House,12,G,Joe Manchik,3
Delaware,PRECINCT DELAWARE CITY 2-B,AAJ,U.S. House,12,D,Danny O'Connor,236
Delaware,PRECINCT DELAWARE CITY 2-C,AAK,U.S. House,12,R,Troy Balderson,150
Delaware,PRECINCT DELAWARE CITY 2-C,AAK,U.S. House,12,G,Joe Manchik,0
Delaware,PRECINCT DELAWARE CITY 2-C,AAK,U.S. House,12,D,Danny O'Connor,144
Delaware,PRECINCT DELAWARE CITY 2-D,AAL,U.S. House,12,R,Troy Balderson,118
Delaware,PRECINCT DELAWARE CITY 2-D,AAL,U.S. House,12,G,Joe Manchik,5
Delaware,PRECINCT DELAWARE CITY 2-D,AAL,U.S. House,12,D,Danny O'Connor,124
Delaware,PRECINCT DELAWARE CITY 3-A,AAM,U.S. House,12,R,Troy Balderson,49
Delaware,PRECINCT DELAWARE CITY 3-A,AAM,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT DELAWARE CITY 3-A,AAM,U.S. House,12,D,Danny O'Connor,69
Delaware,PRECINCT DELAWARE CITY 3-B,AAN,U.S. House,12,R,Troy Balderson,143
Delaware,PRECINCT DELAWARE CITY 3-B,AAN,U.S. House,12,G,Joe Manchik,2
Delaware,PRECINCT DELAWARE CITY 3-B,AAN,U.S. House,12,D,Danny O'Connor,89
Delaware,PRECINCT DELAWARE CITY 3-C,AAO,U.S. House,12,R,Troy Balderson,91
Delaware,PRECINCT DELAWARE CITY 3-C,AAO,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT DELAWARE CITY 3-C,AAO,U.S. House,12,D,Danny O'Connor,121
Delaware,PRECINCT DELAWARE CITY 3-D,AAP,U.S. House,12,R,Troy Balderson,207
Delaware,PRECINCT DELAWARE CITY 3-D,AAP,U.S. House,12,G,Joe Manchik,2
Delaware,PRECINCT DELAWARE CITY 3-D,AAP,U.S. House,12,D,Danny O'Connor,237
Delaware,PRECINCT DELAWARE CITY 3-E,AAQ,U.S. House,12,R,Troy Balderson,190
Delaware,PRECINCT DELAWARE CITY 3-E,AAQ,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT DELAWARE CITY 3-E,AAQ,U.S. House,12,D,Danny O'Connor,198
Delaware,PRECINCT DELAWARE CITY 4-A,AAR,U.S. House,12,R,Troy Balderson,210
Delaware,PRECINCT DELAWARE CITY 4-A,AAR,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT DELAWARE CITY 4-A,AAR,U.S. House,12,D,Danny O'Connor,329
Delaware,PRECINCT DELAWARE CITY 4-B,AAS,U.S. House,12,R,Troy Balderson,168
Delaware,PRECINCT DELAWARE CITY 4-B,AAS,U.S. House,12,G,Joe Manchik,8
Delaware,PRECINCT DELAWARE CITY 4-B,AAS,U.S. House,12,D,Danny O'Connor,313
Delaware,PRECINCT DELAWARE CITY 4-C,AAT,U.S. House,12,R,Troy Balderson,119
Delaware,PRECINCT DELAWARE CITY 4-C,AAT,U.S. House,12,G,Joe Manchik,4
Delaware,PRECINCT DELAWARE CITY 4-C,AAT,U.S. House,12,D,Danny O'Connor,277
Delaware,PRECINCT DELAWARE CITY 4-D,AAU,U.S. House,12,R,Troy Balderson,81
Delaware,PRECINCT DELAWARE CITY 4-D,AAU,U.S. House,12,G,Joe Manchik,2
Delaware,PRECINCT DELAWARE CITY 4-D,AAU,U.S. House,12,D,Danny O'Connor,97
Delaware,PRECINCT DELAWARE CITY 4-E,AAV,U.S. House,12,R,Troy Balderson,146
Delaware,PRECINCT DELAWARE CITY 4-E,AAV,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT DELAWARE CITY 4-E,AAV,U.S. House,12,D,Danny O'Connor,121
Delaware,PRECINCT DELAWARE CITY 4-F,AAW,U.S. House,12,R,Troy Balderson,146
Delaware,PRECINCT DELAWARE CITY 4-F,AAW,U.S. House,12,G,Joe Manchik,4
Delaware,PRECINCT DELAWARE CITY 4-F,AAW,U.S. House,12,D,Danny O'Connor,151
Delaware,PRECINCT DUBLIN CITY A,AAY,U.S. House,12,R,Troy Balderson,205
Delaware,PRECINCT DUBLIN CITY A,AAY,U.S. House,12,G,Joe Manchik,3
Delaware,PRECINCT DUBLIN CITY A,AAY,U.S. House,12,D,Danny O'Connor,134
Delaware,PRECINCT DUBLIN CITY B,AAZ,U.S. House,12,R,Troy Balderson,198
Delaware,PRECINCT DUBLIN CITY B,AAZ,U.S. House,12,G,Joe Manchik,0
Delaware,PRECINCT DUBLIN CITY B,AAZ,U.S. House,12,D,Danny O'Connor,145
Delaware,PRECINCT DUBLIN CITY C,ABA,U.S. House,12,R,Troy Balderson,262
Delaware,PRECINCT DUBLIN CITY C,ABA,U.S. House,12,G,Joe Manchik,3
Delaware,PRECINCT DUBLIN CITY C,ABA,U.S. House,12,D,Danny O'Connor,207
Delaware,PRECINCT DUBLIN CITY D,ABB,U.S. House,12,R,Troy Balderson,268
Delaware,PRECINCT DUBLIN CITY D,ABB,U.S. House,12,G,Joe Manchik,3
Delaware,PRECINCT DUBLIN CITY D,ABB,U.S. House,12,D,Danny O'Connor,217
Delaware,PRECINCT WESTERVILLE CITY A,ABC,U.S. House,12,R,Troy Balderson,222
Delaware,PRECINCT WESTERVILLE CITY A,ABC,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT WESTERVILLE CITY A,ABC,U.S. House,12,D,Danny O'Connor,274
Delaware,PRECINCT WESTERVILLE CITY B,ABD,U.S. House,12,R,Troy Balderson,164
Delaware,PRECINCT WESTERVILLE CITY B,ABD,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT WESTERVILLE CITY B,ABD,U.S. House,12,D,Danny O'Connor,188
Delaware,PRECINCT WESTERVILLE CITY C,ABE,U.S. House,12,R,Troy Balderson,185
Delaware,PRECINCT WESTERVILLE CITY C,ABE,U.S. House,12,G,Joe Manchik,0
Delaware,PRECINCT WESTERVILLE CITY C,ABE,U.S. House,12,D,Danny O'Connor,215
Delaware,PRECINCT WESTERVILLE CITY D,ABF,U.S. House,12,R,Troy Balderson,213
Delaware,PRECINCT WESTERVILLE CITY D,ABF,U.S. House,12,G,Joe Manchik,7
Delaware,PRECINCT WESTERVILLE CITY D,ABF,U.S. House,12,D,Danny O'Connor,227
Delaware,PRECINCT WESTERVILLE CITY E,ABG,U.S. House,12,R,Troy Balderson,227
Delaware,PRECINCT WESTERVILLE CITY E,ABG,U.S. House,12,G,Joe Manchik,0
Delaware,PRECINCT WESTERVILLE CITY E,ABG,U.S. House,12,D,Danny O'Connor,245
Delaware,PRECINCT GALENA,ABH,U.S. House,12,R,Troy Balderson,138
Delaware,PRECINCT GALENA,ABH,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT GALENA,ABH,U.S. House,12,D,Danny O'Connor,93
Delaware,PRECINCT BERKSHIRE A,ABI,U.S. House,12,R,Troy Balderson,150
Delaware,PRECINCT BERKSHIRE A,ABI,U.S. House,12,G,Joe Manchik,1
Delaware,PRECINCT BERKSHIRE A,ABI,U.S. House,12,D,Danny O'Connor,68
Delaware,PRECINCT BERKSHIRE B,ABJ,U.S. House,12,R,Troy Balderson,161
Delaware,PRECINCT BERKSHIRE B,ABJ,U.S. House,12,G,Joe Manchik,0
Delaware,PRECINCT BERKSHIRE B,ABJ,U.S. House,12,D,Danny O'Connor,98
Delaware,PRECINCT SUNBURY A,ABK,U.S. House,12,R,Troy Balderson,240
Delaware,PRECINCT SUNBURY A,ABK,U.S. House,12,G,Joe Manchik,2
Delaware,PRECINCT SUNBURY A,ABK,U.S. House,12,D,Danny O'Connor,139
Delaware,PRECINCT SUNBURY B,ABL,U.S. House,12,R,Troy Balderson,183
Delaware,PRECINCT SUNBURY B,ABL,U.S. House,12,G,Joe Manchik,3
Delaware,PRECINCT SUNBURY B,ABL,U.S. House,12,D,Danny O'Connor,100
Delaware,PRECINCT SUNBURY C,ABM,U.S. House,12,R,Troy Balderson,132
Delaware,PRECINCT SUNBURY C,ABM,U.S. House,12,G,Joe Manchik,5
