County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Mercer,West,Dayton,"29,283","5,651",Governor,,D,Larry Ealy,290
Mercer,West,Dayton,"29,283","5,651",Governor,,D,Ed FitzGerald,663
Mercer,West,Dayton,"29,283","5,651",Attorney General,,D,David Pepper,874
Mercer,West,Dayton,"29,283","5,651",Auditor of State,,D,John Patrick Carney,880
Mercer,West,Dayton,"29,283","5,651",Secretary of State,,D,Nina Turner,888
Mercer,West,Dayton,"29,283","5,651",Treasurer of State,,D,Connie Pillich,865
Mercer,West,Dayton,"29,283","5,651",U.S. House of Representatives,04,D,Janet Garrett (WI)*,2
Mercer,West,Dayton,"29,283","5,651",U.S. House of Representatives,05,D,Robert Fry,426
Mercer,West,Dayton,"29,283","5,651",U.S. House of Representatives,08,D,Matthew J. Guyette,154
Mercer,West,Dayton,"29,283","5,651",U.S. House of Representatives,08,D,Tom Poetter,219
