county,candidate,party,office,district,votes
Stark,Tim Crawford,Democratic,State House,38,3749
Stark,Marilyn Slaby,Republican,State House,38,5743
Summit,Tim Crawford,Democratic,State House,38,10316
Summit,Marilyn Slaby,Republican,State House,38,14992
Montgomery,Jeffrey Dalton,Republican,State House,39,3891
Montgomery,William Pace,Independent,State House,39,895
Montgomery,Fred Strahorn,Democratic,State House,39,16344
Montgomery,Mike Henne,Republican,State House,40,21314
Montgomery,David L. Richards,Democratic,State House,40,11271
Montgomery,Jim Butler,Republican,State House,41,24300
Montgomery,Wayne E. Small,Democratic,State House,41,11490
Montgomery,Niraj J. Antani,Republican,State House,42,20440
Montgomery,Patrick A. Merris,Democratic,State House,42,11248
Montgomery,Jeff Rezabek,Republican,State House,43,9762
Montgomery,Roland Winburn,Democratic,State House,43,11284
Preble,Jeff Rezabek,Republican,State House,43,8945
Preble,Roland Winburn,Democratic,State House,43,2509
Lucas,Michael Ashford,Democratic,State House,44,17362
Lucas,John W. Insco,Republican,State House,44,3984
Lucas,Teresa Fedor,Democratic,State House,45,15080
Lucas,James S. Nowak,Republican,State House,45,8632
Lucas,Drew Blazsik,Republican,State House,46,12743
Lucas,Michael P. Sheehy,Democratic,State House,46,17018
Fulton,Barbara R. Sears,Republican,State House,47,5790
Lucas,Barbara R. Sears,Republican,State House,47,20222
Stark,Kirk Schuring,Republican,State House,48,28580
Stark,Dallas Charton,Republican,State House,49,8745
Stark,Stephen D. Slesnick,Democratic,State House,49,15569
Stark,Deborah L. Cain,Democratic,State House,50,10059
Stark,Christina M. Hagan,Republican,State House,50,20941
Butler,Lucinda L. Greene,Democratic,State House,51,7175
Butler,Wes Retherford,Republican,State House,51,16202
Butler,Margaret Conditt,Republican,State House,52,25646
Butler,Cathina M. Hourani,Democratic,State House,52,8240
Butler,Timothy Derickson,Republican,State House,53,17658
Butler,Suzi Rubin,Democratic,State House,53,8171
Butler,Rick Smith,Democratic,State House,54,1060
Butler,Paul Zeltwanger,Republican,State House,54,1214
Warren,Rick Smith,Democratic,State House,54,6877
Warren,Paul Zeltwanger,Republican,State House,54,18829
Lorain,Brendan Mackin,Democratic,State House,55,13373
Lorain,Nathan H. Manning,Republican,State House,55,16878
Lorain,Dan Ramos,Democratic,State House,56,19349
Huron,Terry Boose,Republican,State House,57,8554
Huron,Matt Lark,Democratic,State House,57,4849
Huron,Robert F. Sherwin,Libertarian,State House,57,651
Lorain,Terry Boose,Republican,State House,57,10318
Lorain,Matt Lark,Democratic,State House,57,6607
Lorain,Robert F. Sherwin,Libertarian,State House,57,1050
Mahoning,Michele Lepore-Hagan,Democratic,State House,58,20228
Mahoning,Ronald V. Gerberry,Democratic,State House,59,20755
Mahoning,Paul Mitchell,Republican,State House,59,17796
Lake,George M. Phillips,Republican,State House,60,13212
Lake,John M. Rogers,Democratic,State House,60,15776
Lake,Rick Walker,Democratic,State House,61,12793
Lake,Ron Young,Republican,State House,61,23991
Warren,Ron Maag,Republican,State House,62,23164
Warren,Scott C. Pettigrew,Libertarian,State House,62,1918
Warren,Charlene Schneider,Democratic,State House,62,7125
Trumbull,Sean J. O'Brien,Democratic,State House,63,20827
Trumbull,Devon A. Stanley,Republican,State House,63,10585
Ashtabula,Randy Law,Republican,State House,64,1329
Ashtabula,Elaine Mastromatteo,Green,State House,64,196
Ashtabula,Michael J. O'Brien,Democratic,State House,64,966
Trumbull,Randy Law,Republican,State House,64,11018
Trumbull,Elaine Mastromatteo,Green,State House,64,1471
Trumbull,Michael J. O'Brien,Democratic,State House,64,12599
Clermont,John Becker,Republican,State House,65,24012
Clermont,Charlie Carlier,Democratic,State House,65,7895
Brown,Doug Green,Republican,State House,66,9113
Brown,Ken P. McNeely Jr.,Democratic,State House,66,2527
Clermont,Doug Green,Republican,State House,66,13724
Clermont,Ken P. McNeely Jr.,Democratic,State House,66,4163
Delaware,Andrew O. Brenner,Republican,State House,67,25501
Delaware,David Hogan,Democratic,State House,67,12033
Delaware,Randy Miller,Independent,State House,68,1266
Delaware,Margaret Ann Ruhl,Republican,State House,68,12913
Delaware,R. Joyce Skocic,Democratic,State House,68,4847
Knox,Randy Miller,Independent,State House,68,1934
Knox,Margaret Ann Ruhl,Republican,State House,68,10948
Knox,R. Joyce Skocic,Democratic,State House,68,4282
Medina,Gregg E. Depew,,State House,69,49
Medina,Steve Hambley,Republican,State House,69,23179
Medina,Richard A. Javorek,Democratic,State House,69,10197
Ashland,Dave Hall,Republican,State House,70,10482
Ashland,James E. Riley,Democratic,State House,70,3820
Holmes,Dave Hall,Republican,State House,70,2100
Holmes,James E. Riley,Democratic,State House,70,632
Medina,Dave Hall,Republican,State House,70,8134
Medina,James E. Riley,Democratic,State House,70,5054
Licking,Ann Rader,Democratic,State House,71,10546
Licking,Scott K. Ryan,Republican,State House,71,21188
Coshocton,Janee L. Bowman,Democratic,State House,72,2989
Coshocton,Bill Hayes,Republican,State House,72,5799
Licking,Janee L. Bowman,Democratic,State House,72,3997
Licking,Bill Hayes,Republican,State House,72,10323
Perry,Janee L. Bowman,Democratic,State House,72,3266
Perry,Bill Hayes,Republican,State House,72,5519
Greene,Dave Ogan,Democratic,State House,73,10066
Greene,Rick Perales,Republican,State House,73,24954
Clark,Robert D. Hackett,Republican,State House,74,5183
Greene,Robert D. Hackett,Republican,State House,74,10381
Madison,Robert D. Hackett,Republican,State House,74,7806
Portage,Kathleen Clyde,Democratic,State House,75,16053
Portage,Nick Skeriotis,Republican,State House,75,12959
Geauga,Joseph Lanese,Democratic,State House,76,7382
Geauga,Sarah LaTourette,Republican,State House,76,16144
Portage,Joseph Lanese,Democratic,State House,76,3867
Portage,Sarah LaTourette,Republican,State House,76,7469
Fairfield,Hollie Ann Saunders,Democratic,State House,77,9885
Fairfield,Tim Schaffer,Republican,State House,77,21345
Athens,Laina Fetherolf Rogers,Democratic,State House,78,685
Athens,Ron Hood,Republican,State House,78,261
Fairfield,Laina Fetherolf Rogers,Democratic,State House,78,2544
Fairfield,Ron Hood,Republican,State House,78,6201
Hocking,Laina Fetherolf Rogers,Democratic,State House,78,2966
Hocking,Ron Hood,Republican,State House,78,4556
Morgan,Laina Fetherolf Rogers,Democratic,State House,78,1233
Morgan,Ron Hood,Republican,State House,78,2534
Muskingum,Laina Fetherolf Rogers,Democratic,State House,78,599
Muskingum,Ron Hood,Republican,State House,78,999
Pickaway,Laina Fetherolf Rogers,Democratic,State House,78,2460
Pickaway,Ron Hood,Republican,State House,78,5730
Clark,Darrell Jackson,Democratic,State House,79,12388
Clark,Kyle Koehler,Republican,State House,79,19157
Darke,Stephen A. Huffman,Republican,State House,80,4392
Darke,Jonathan Michalski,Democratic,State House,80,1046
Miami,Stephen A. Huffman,Republican,State House,80,23193
Miami,Jonathan Michalski,Democratic,State House,80,7031
Fulton,John P. Lymanstall,Democratic,State House,81,1387
Fulton,Robert McColley,Republican,State House,81,2234
Henry,John P. Lymanstall,Democratic,State House,81,2648
Henry,Robert McColley,Republican,State House,81,5137
Putnam,John P. Lymanstall,Democratic,State House,81,2344
Putnam,Robert McColley,Republican,State House,81,8052
Williams,John P. Lymanstall,Democratic,State House,81,2803
Williams,Robert McColley,Republican,State House,81,6433
Auglaize,Tony Burkley,Republican,State House,82,4852
Defiance,Tony Burkley,Republican,State House,82,7593
Paulding,Tony Burkley,Republican,State House,82,4654
Van Wert,Tony Burkley,Republican,State House,82,5636
Hancock,Gregory A. Norris,Libertarian,State House,83,1337
Hancock,Kevin Rettig,Independent,State House,83,3381
Hancock,Robert Cole Sprague,Republican,State House,83,14151
Hardin,Gregory A. Norris,Libertarian,State House,83,653
Hardin,Kevin Rettig,Independent,State House,83,869
Hardin,Robert Cole Sprague,Republican,State House,83,4570
Logan,Gregory A. Norris,Libertarian,State House,83,343
Logan,Kevin Rettig,Independent,State House,83,125
Logan,Robert Cole Sprague,Republican,State House,83,1184
Auglaize,Jim Buchy,Republican,State House,84,6382
Darke,Jim Buchy,Republican,State House,84,7894
Mercer,Jim Buchy,Republican,State House,84,10663
Shelby,Jim Buchy,Republican,State House,84,5092
Champaign,Nino Vitale,Republican,State House,85,8441
Logan,Nino Vitale,Republican,State House,85,8831
Shelby,Nino Vitale,Republican,State House,85,6432
Marion,John Allen Babik,Democratic,State House,86,4263
Marion,Dorothy Pelanda,Republican,State House,86,8938
Union,John Allen Babik,Democratic,State House,86,3163
Union,Dorothy Pelanda,Republican,State House,86,10691
Crawford,Jeffrey A. Lehart,Democratic,State House,87,3243
Crawford,Jeff McClain,Republican,State House,87,8392
Marion,Jeffrey A. Lehart,Democratic,State House,87,627
Marion,Jeff McClain,Republican,State House,87,1564
Morrow,Jeffrey A. Lehart,Democratic,State House,87,2687
Morrow,Jeff McClain,Republican,State House,87,6677
Seneca,Jeffrey A. Lehart,Democratic,State House,87,306
Seneca,Jeff McClain,Republican,State House,87,715
Wyandot,Jeffrey A. Lehart,Democratic,State House,87,1284
Wyandot,Jeff McClain,Republican,State House,87,4399
Sandusky,Bill Reineke,Republican,State House,88,8871
Sandusky,Bill Young,Democratic,State House,88,7607
Seneca,Bill Reineke,Republican,State House,88,8464
Seneca,Bill Young,Democratic,State House,88,4433
Erie,Steven W. Kraus,Republican,State House,89,10924
Erie,Chris Redfern,Democratic,State House,89,12043
Ottawa,Steven W. Kraus,Republican,State House,89,8462
Ottawa,Chris Redfern,Democratic,State House,89,6403
Lawrence,Thomas Jefferson Davis,Democratic,State House,90,1416
Lawrence,Terry A. Johnson,Republican,State House,90,1825
Scioto,Thomas Jefferson Davis,Democratic,State House,90,6740
Scioto,Terry A. Johnson,Republican,State House,90,11788
Clinton,Cliff Rosenberger,Republican,State House,91,8040
Highland,Cliff Rosenberger,Republican,State House,91,7662
Pike,Cliff Rosenberger,Republican,State House,91,4606
Ross,Cliff Rosenberger,Republican,State House,91,923
Fayette,Gary Scherer,Republican,State House,92,4919
Pickaway,Gary Scherer,Republican,State House,92,3839
Ross,Gary Scherer,Republican,State House,92,10649
Gallia,Josh Bailey,Democratic,State House,93,1598
Gallia,Ryan Smith,Republican,State House,93,5815
Jackson,Josh Bailey,Democratic,State House,93,2150
Jackson,Ryan Smith,Republican,State House,93,4870
Lawrence,Josh Bailey,Democratic,State House,93,3776
Lawrence,Ryan Smith,Republican,State House,93,7145
Vinton,Josh Bailey,Democratic,State House,93,659
Vinton,Ryan Smith,Republican,State House,93,1299
Athens,Yolan G. Dennis,Republican,State House,94,4759
Athens,Debbie Phillips,Democratic,State House,94,8745
Meigs,Yolan G. Dennis,Republican,State House,94,3282
Meigs,Debbie Phillips,Democratic,State House,94,2471
Vinton,Yolan G. Dennis,Republican,State House,94,567
Vinton,Debbie Phillips,Democratic,State House,94,656
Washington,Yolan G. Dennis,Republican,State House,94,5763
Washington,Debbie Phillips,Democratic,State House,94,2893
Belmont,Charlie Daniels,Democratic,State House,95,4045
Belmont,Andy Thompson,Republican,State House,95,4964
Carroll,Charlie Daniels,Democratic,State House,95,3142
Carroll,Andy Thompson,Republican,State House,95,4518
Harrison,Charlie Daniels,Democratic,State House,95,2012
Harrison,Andy Thompson,Republican,State House,95,2542
Noble,Charlie Daniels,Democratic,State House,95,1631
Noble,Andy Thompson,Republican,State House,95,2177
Washington,Charlie Daniels,Democratic,State House,95,4160
Washington,Andy Thompson,Republican,State House,95,5585
Belmont,Jack Cera,Democratic,State House,96,6748
Belmont,Ron Ferguson,Republican,State House,96,3469
Jefferson,Jack Cera,Democratic,State House,96,8765
Jefferson,Ron Ferguson,Republican,State House,96,10366
Monroe,Jack Cera,Democratic,State House,96,3035
Monroe,Ron Ferguson,Republican,State House,96,2035
Guernsey,Brian D. Hill,Republican,State House,97,6291
Guernsey,Nelson E. Roe,Libertarian,State House,97,3282
Muskingum,Brian D. Hill,Republican,State House,97,14454
Muskingum,Nelson E. Roe,Libertarian,State House,97,3736
Holmes,Jeremiah M. Johnson,Democratic,State House,98,603
Holmes,Al Landis,Republican,State House,98,3035
Tuscarawas,Jeremiah M. Johnson,Democratic,State House,98,8135
Tuscarawas,Al Landis,Republican,State House,98,15289
Ashtabula,Nancy McArthur,Republican,State House,99,9030
Ashtabula,John Patterson,Democratic,State House,99,14961
Geauga,Nancy McArthur,Republican,State House,99,3674
Geauga,John Patterson,Democratic,State House,99,2491
