County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Van Wert,West,Ft. Wayne,"19,940","7,123",Governor,,D,Edward FitzGerald,"1,512"
Van Wert,West,Ft. Wayne,"19,940","7,123",Governor,,R,John Kasich,"5,353"
Van Wert,West,Ft. Wayne,"19,940","7,123",Governor,,G,Anita Rios,168
Van Wert,West,Ft. Wayne,"19,940","7,123",Attorney General,,R,Mike DeWine,"5,418"
Van Wert,West,Ft. Wayne,"19,940","7,123",Attorney General,,D,David Pepper,"1,597"
Van Wert,West,Ft. Wayne,"19,940","7,123",Auditor of State,,L,Bob Bridges,385
Van Wert,West,Ft. Wayne,"19,940","7,123",Auditor of State,,D,John Patrick Carney,"1,508"
Van Wert,West,Ft. Wayne,"19,940","7,123",Auditor of State,,R,Dave Yost,"5,029"
Van Wert,West,Ft. Wayne,"19,940","7,123",Secretary of State,,R,Jon Husted,"5,238"
Van Wert,West,Ft. Wayne,"19,940","7,123",Secretary of State,,L,Kevin Knedler,318
Van Wert,West,Ft. Wayne,"19,940","7,123",Secretary of State,,D,Nina Turner,"1,411"
Van Wert,West,Ft. Wayne,"19,940","7,123",Treasurer of State,,R,Josh Mandel,"5,470"
Van Wert,West,Ft. Wayne,"19,940","7,123",Treasurer of State,,D,Connie Pillich,"1,507"
Van Wert,West,Ft. Wayne,"19,940","7,123",U.S. House of Representatives,05,L,Eric Eberly,315
Van Wert,West,Ft. Wayne,"19,940","7,123",U.S. House of Representatives,05,D,Robert Fry,"1,371"
Van Wert,West,Ft. Wayne,"19,940","7,123",U.S. House of Representatives,05,R,Bob Latta,"5,346"
Van Wert,West,Ft. Wayne,"19,940","7,123",State Senate,01,R,Cliff Hite,"5,557"
Van Wert,West,Ft. Wayne,"19,940","7,123",State House of Representatives,82,R,Tony Burkley,"5,636"
