County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Muskingum,Central,Zanesville,"53,353","21,263",Governor,,D,Edward FitzGerald,"5,482"
Muskingum,Central,Zanesville,"53,353","21,263",Governor,,R,John Kasich,"14,658"
Muskingum,Central,Zanesville,"53,353","21,263",Governor,,G,Anita Rios,628
Muskingum,Central,Zanesville,"53,353","21,263",Attorney General,,R,Mike DeWine,"14,099"
Muskingum,Central,Zanesville,"53,353","21,263",Attorney General,,D,David Pepper,"6,674"
Muskingum,Central,Zanesville,"53,353","21,263",Auditor of State,,L,Bob Bridges,"1,006"
Muskingum,Central,Zanesville,"53,353","21,263",Auditor of State,,D,John Patrick Carney,"6,466"
Muskingum,Central,Zanesville,"53,353","21,263",Auditor of State,,R,Dave Yost,"12,897"
Muskingum,Central,Zanesville,"53,353","21,263",Secretary of State,,R,Jon Husted,"13,712"
Muskingum,Central,Zanesville,"53,353","21,263",Secretary of State,,L,Kevin Knedler,978
Muskingum,Central,Zanesville,"53,353","21,263",Secretary of State,,D,Nina Turner,"5,744"
Muskingum,Central,Zanesville,"53,353","21,263",Treasurer of State,,R,Josh Mandel,"13,079"
Muskingum,Central,Zanesville,"53,353","21,263",Treasurer of State,,D,Connie Pillich,"7,585"
Muskingum,Central,Zanesville,"53,353","21,263",U.S. House of Representatives,06,D,Jennifer Garrison,"1,964"
Muskingum,Central,Zanesville,"53,353","21,263",U.S. House of Representatives,06,R,Bill Johnson,"4,786"
Muskingum,Central,Zanesville,"53,353","21,263",U.S. House of Representatives,06,G,Dennis Lambert,188
Muskingum,Central,Zanesville,"53,353","21,263",U.S. House of Representatives,12,G,Bob Hart,537
Muskingum,Central,Zanesville,"53,353","21,263",U.S. House of Representatives,12,D,David Arthur Tibbs,"3,945"
Muskingum,Central,Zanesville,"53,353","21,263",U.S. House of Representatives,12,R,Pat Tiberi,"9,190"
Muskingum,Central,Zanesville,"53,353","21,263",State House of Representatives,78,D,Laina Fetherolf Rogers,599
Muskingum,Central,Zanesville,"53,353","21,263",State House of Representatives,78,R,Ron Hood,999
Muskingum,Central,Zanesville,"53,353","21,263",State House of Representatives,97,R,Brian D. Hill,"14,454"
Muskingum,Central,Zanesville,"53,353","21,263",State House of Representatives,97,L,Nelson E. Roe,"3,736"
