County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Defiance,Northwest,Toledo,"25,440","11,115",Governor,,D,Edward FitzGerald,"2,831"
Defiance,Northwest,Toledo,"25,440","11,115",Governor,,R,John Kasich,"7,747"
Defiance,Northwest,Toledo,"25,440","11,115",Governor,,G,Anita Rios,275
Defiance,Northwest,Toledo,"25,440","11,115",Attorney General,,R,Mike DeWine,"7,313"
Defiance,Northwest,Toledo,"25,440","11,115",Attorney General,,D,David Pepper,"3,521"
Defiance,Northwest,Toledo,"25,440","11,115",Auditor of State,,L,Bob Bridges,657
Defiance,Northwest,Toledo,"25,440","11,115",Auditor of State,,D,John Patrick Carney,"3,136"
Defiance,Northwest,Toledo,"25,440","11,115",Auditor of State,,R,Dave Yost,"6,732"
Defiance,Northwest,Toledo,"25,440","11,115",Secretary of State,,R,Jon Husted,"7,405"
Defiance,Northwest,Toledo,"25,440","11,115",Secretary of State,,L,Kevin Knedler,525
Defiance,Northwest,Toledo,"25,440","11,115",Secretary of State,,D,Nina Turner,"2,713"
Defiance,Northwest,Toledo,"25,440","11,115",Treasurer of State,,R,Josh Mandel,"6,985"
Defiance,Northwest,Toledo,"25,440","11,115",Treasurer of State,,D,Connie Pillich,"3,797"
Defiance,Northwest,Toledo,"25,440","11,115",U.S. House of Representatives,05,L,Eric Eberly,514
Defiance,Northwest,Toledo,"25,440","11,115",U.S. House of Representatives,05,D,Robert Fry,"3,062"
Defiance,Northwest,Toledo,"25,440","11,115",U.S. House of Representatives,05,R,Bob Latta,"7,337"
Defiance,Northwest,Toledo,"25,440","11,115",State Senate,01,R,Cliff Hite,"7,975"
Defiance,Northwest,Toledo,"25,440","11,115",State House of Representatives,82,R,Tony Burkley,"7,593"
