County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Washington,Southeast,Charleston,"41,804","6,861",Governor,,D,Larry Ealy,465
Washington,Southeast,Charleston,"41,804","6,861",Governor,,D,Ed FitzGerald,"1,507"
Washington,Southeast,Charleston,"41,804","6,861",Attorney General,,D,David Pepper,"1,662"
Washington,Southeast,Charleston,"41,804","6,861",Auditor of State,,D,John Patrick Carney,"1,656"
Washington,Southeast,Charleston,"41,804","6,861",Secretary of State,,D,Nina Turner,"1,658"
Washington,Southeast,Charleston,"41,804","6,861",Treasurer of State,,D,Connie Pillich,"1,572"
Washington,Southeast,Charleston,"41,804","6,861",U.S. House of Representatives,06,D,Jennifer Garrison,"1,864"
Washington,Southeast,Charleston,"41,804","6,861",U.S. House of Representatives,06,D,Gregory D. Howard,337
Washington,Southeast,Charleston,"41,804","6,861",State House of Representatives,94,D,Debbie Phillips,965
Washington,Southeast,Charleston,"41,804","6,861",State House of Representatives,95,D,Charlie Daniels,804
