County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Paulding,West,Ft. Wayne,"12,838","5,899",Governor,,D,Edward FitzGerald,"1,638"
Paulding,West,Ft. Wayne,"12,838","5,899",Governor,,R,John Kasich,"3,850"
Paulding,West,Ft. Wayne,"12,838","5,899",Governor,,G,Anita Rios,187
Paulding,West,Ft. Wayne,"12,838","5,899",Attorney General,,R,Mike DeWine,"3,830"
Paulding,West,Ft. Wayne,"12,838","5,899",Attorney General,,D,David Pepper,"1,830"
Paulding,West,Ft. Wayne,"12,838","5,899",Auditor of State,,L,Bob Bridges,394
Paulding,West,Ft. Wayne,"12,838","5,899",Auditor of State,,D,John Patrick Carney,"1,728"
Paulding,West,Ft. Wayne,"12,838","5,899",Auditor of State,,R,Dave Yost,"3,448"
Paulding,West,Ft. Wayne,"12,838","5,899",Secretary of State,,R,Jon Husted,"3,627"
Paulding,West,Ft. Wayne,"12,838","5,899",Secretary of State,,L,Kevin Knedler,278
Paulding,West,Ft. Wayne,"12,838","5,899",Secretary of State,,D,Nina Turner,"1,690"
Paulding,West,Ft. Wayne,"12,838","5,899",Treasurer of State,,R,Josh Mandel,"3,786"
Paulding,West,Ft. Wayne,"12,838","5,899",Treasurer of State,,D,Connie Pillich,"1,836"
Paulding,West,Ft. Wayne,"12,838","5,899",U.S. House of Representatives,05,L,Eric Eberly,333
Paulding,West,Ft. Wayne,"12,838","5,899",U.S. House of Representatives,05,D,Robert Fry,"1,775"
Paulding,West,Ft. Wayne,"12,838","5,899",U.S. House of Representatives,05,R,Bob Latta,"3,635"
Paulding,West,Ft. Wayne,"12,838","5,899",State Senate,01,R,Cliff Hite,"4,224"
Paulding,West,Ft. Wayne,"12,838","5,899",State House of Representatives,82,R,Tony Burkley,"4,654"
