County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Pickaway,Central,Columbus,"32,365","5,792",Governor,,R,John Kasich,"2,734"
Pickaway,Central,Columbus,"32,365","5,792",Attorney General,,R,Mike DeWine,"2,685"
Pickaway,Central,Columbus,"32,365","5,792",Auditor of State,,R,Dave Yost,"2,445"
Pickaway,Central,Columbus,"32,365","5,792",Secretary of State,,R,Jon Husted,"2,466"
Pickaway,Central,Columbus,"32,365","5,792",Treasurer of State,,R,Josh Mandel,"2,430"
Pickaway,Central,Columbus,"32,365","5,792",U.S. House of Representatives,15,R,Charles S. Chope,324
Pickaway,Central,Columbus,"32,365","5,792",U.S. House of Representatives,15,R,Steve Stivers,"2,583"
Pickaway,Central,Columbus,"32,365","5,792",State Senate,17,R,Bob Peterson,691
Pickaway,Central,Columbus,"32,365","5,792",State House of Representatives,78,R,Ron Hood,"1,668"
Pickaway,Central,Columbus,"32,365","5,792",State House of Representatives,92,R,Gary Scherer,591
Pickaway,Central,Columbus,"32,365","5,792",State House of Representatives,92,R,Kirk Stinson,164
