County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Portage,Northeast,Cleveland,"104,183","22,949",Governor,,D,Larry Ealy,"1,368"
Portage,Northeast,Cleveland,"104,183","22,949",Governor,,D,Ed FitzGerald,"7,318"
Portage,Northeast,Cleveland,"104,183","22,949",Attorney General,,D,David Pepper,"7,412"
Portage,Northeast,Cleveland,"104,183","22,949",Auditor of State,,D,John Patrick Carney,"7,501"
Portage,Northeast,Cleveland,"104,183","22,949",Secretary of State,,D,Nina Turner,"7,531"
Portage,Northeast,Cleveland,"104,183","22,949",Treasurer of State,,D,Connie Pillich,"7,317"
Portage,Northeast,Cleveland,"104,183","22,949",U.S. House of Representatives,13,D,John Stephen Luchansky,810
Portage,Northeast,Cleveland,"104,183","22,949",U.S. House of Representatives,13,D,Tim Ryan,"4,647"
Portage,Northeast,Cleveland,"104,183","22,949",U.S. House of Representatives,14,D,Michael Wager,"1,162"
Portage,Northeast,Cleveland,"104,183","22,949",U.S. House of Representatives,16,D,Pete Crossland,"1,104"
Portage,Northeast,Cleveland,"104,183","22,949",U.S. House of Representatives,16,D,James Donenwirth,847
Portage,Northeast,Cleveland,"104,183","22,949",State House of Representatives,75,D,Kathleen Clyde,"6,552"
Portage,Northeast,Cleveland,"104,183","22,949",State House of Representatives,76,D,Joseph Lanese,"1,314"
