County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Auglaize,West,Dayton,"31,606","13,748",Governor,,D,Edward FitzGerald,"2,287"
Auglaize,West,Dayton,"31,606","13,748",Governor,,R,John Kasich,"11,031"
Auglaize,West,Dayton,"31,606","13,748",Governor,,G,Anita Rios,279
Auglaize,West,Dayton,"31,606","13,748",Attorney General,,R,Mike DeWine,"10,858"
Auglaize,West,Dayton,"31,606","13,748",Attorney General,,D,David Pepper,"2,684"
Auglaize,West,Dayton,"31,606","13,748",Auditor of State,,L,Bob Bridges,708
Auglaize,West,Dayton,"31,606","13,748",Auditor of State,,D,John Patrick Carney,"2,435"
Auglaize,West,Dayton,"31,606","13,748",Auditor of State,,R,Dave Yost,"10,183"
Auglaize,West,Dayton,"31,606","13,748",Secretary of State,,R,Jon Husted,"10,712"
Auglaize,West,Dayton,"31,606","13,748",Secretary of State,,L,Kevin Knedler,580
Auglaize,West,Dayton,"31,606","13,748",Secretary of State,,D,Nina Turner,"2,170"
Auglaize,West,Dayton,"31,606","13,748",Treasurer of State,,R,Josh Mandel,"10,610"
Auglaize,West,Dayton,"31,606","13,748",Treasurer of State,,D,Connie Pillich,"2,937"
Auglaize,West,Dayton,"31,606","13,748",U.S. House of Representatives,04,D,Janet Garrett,"2,619"
Auglaize,West,Dayton,"31,606","13,748",U.S. House of Representatives,04,R,Jim Jordan,"10,975"
Auglaize,West,Dayton,"31,606","13,748",State Senate,01,R,Cliff Hite,"4,872"
Auglaize,West,Dayton,"31,606","13,748",State House of Representatives,82,R,Tony Burkley,"4,852"
Auglaize,West,Dayton,"31,606","13,748",State House of Representatives,84,R,Jim Buchy,"6,382"
