County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Marion,Central,Columbus,"39,399","10,057",Governor,,R,John Kasich,"5,046"
Marion,Central,Columbus,"39,399","10,057",Attorney General,,R,Mike DeWine,"4,917"
Marion,Central,Columbus,"39,399","10,057",Auditor of State,,R,Dave Yost,"4,642"
Marion,Central,Columbus,"39,399","10,057",Secretary of State,,R,Jon Husted,"4,613"
Marion,Central,Columbus,"39,399","10,057",Treasurer of State,,R,Josh Mandel,"4,585"
Marion,Central,Columbus,"39,399","10,057",U.S. House of Representatives,04,R,Jim Jordan,"3,868"
Marion,Central,Columbus,"39,399","10,057",U.S. House of Representatives,12,R,Pat Tiberi,"1,017"
Marion,Central,Columbus,"39,399","10,057",State House of Representatives,86,R,Daniel E. Fogt,"1,840"
Marion,Central,Columbus,"39,399","10,057",State House of Representatives,86,R,Dorothy Pelanda,"2,596"
Marion,Central,Columbus,"39,399","10,057",State House of Representatives,87,R,Jeff McClain,747
