County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Lawrence,Southeast,Charleston,"47,834","14,771",Governor,,D,Edward FitzGerald,"4,817"
Lawrence,Southeast,Charleston,"47,834","14,771",Governor,,R,John Kasich,"9,120"
Lawrence,Southeast,Charleston,"47,834","14,771",Governor,,G,Anita Rios,409
Lawrence,Southeast,Charleston,"47,834","14,771",Attorney General,,R,Mike DeWine,"9,389"
Lawrence,Southeast,Charleston,"47,834","14,771",Attorney General,,D,David Pepper,"4,890"
Lawrence,Southeast,Charleston,"47,834","14,771",Auditor of State,,L,Bob Bridges,745
Lawrence,Southeast,Charleston,"47,834","14,771",Auditor of State,,D,John Patrick Carney,"5,023"
Lawrence,Southeast,Charleston,"47,834","14,771",Auditor of State,,R,Dave Yost,"8,298"
Lawrence,Southeast,Charleston,"47,834","14,771",Secretary of State,,R,Jon Husted,"8,532"
Lawrence,Southeast,Charleston,"47,834","14,771",Secretary of State,,L,Kevin Knedler,651
Lawrence,Southeast,Charleston,"47,834","14,771",Secretary of State,,D,Nina Turner,"4,931"
Lawrence,Southeast,Charleston,"47,834","14,771",Treasurer of State,,R,Josh Mandel,"8,965"
Lawrence,Southeast,Charleston,"47,834","14,771",Treasurer of State,,D,Connie Pillich,"5,124"
Lawrence,Southeast,Charleston,"47,834","14,771",U.S. House of Representatives,06,D,Jennifer Garrison,"5,176"
Lawrence,Southeast,Charleston,"47,834","14,771",U.S. House of Representatives,06,R,Bill Johnson,"8,732"
Lawrence,Southeast,Charleston,"47,834","14,771",U.S. House of Representatives,06,G,Dennis Lambert,442
Lawrence,Southeast,Charleston,"47,834","14,771",State Senate,17,R,Bob Peterson,"8,326"
Lawrence,Southeast,Charleston,"47,834","14,771",State House of Representatives,90,D,Thomas Jefferson Davis,"1,416"
Lawrence,Southeast,Charleston,"47,834","14,771",State House of Representatives,90,R,Terry A. Johnson,"1,825"
Lawrence,Southeast,Charleston,"47,834","14,771",State House of Representatives,93,D,Josh Bailey,"3,776"
Lawrence,Southeast,Charleston,"47,834","14,771",State House of Representatives,93,R,Ryan Smith,"7,145"
