County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Preble,West,Dayton,"27,589","11,810",Governor,,D,Edward FitzGerald,"2,155"
Preble,West,Dayton,"27,589","11,810",Governor,,R,John Kasich,"9,056"
Preble,West,Dayton,"27,589","11,810",Governor,,G,Anita Rios,262
Preble,West,Dayton,"27,589","11,810",Attorney General,,R,Mike DeWine,"8,704"
Preble,West,Dayton,"27,589","11,810",Attorney General,,D,David Pepper,"2,728"
Preble,West,Dayton,"27,589","11,810",Auditor of State,,L,Bob Bridges,617
Preble,West,Dayton,"27,589","11,810",Auditor of State,,D,John Patrick Carney,"2,174"
Preble,West,Dayton,"27,589","11,810",Auditor of State,,R,Dave Yost,"8,599"
Preble,West,Dayton,"27,589","11,810",Secretary of State,,R,Jon Husted,"8,813"
Preble,West,Dayton,"27,589","11,810",Secretary of State,,L,Kevin Knedler,616
Preble,West,Dayton,"27,589","11,810",Secretary of State,,D,Nina Turner,"2,151"
Preble,West,Dayton,"27,589","11,810",Treasurer of State,,R,Josh Mandel,"8,451"
Preble,West,Dayton,"27,589","11,810",Treasurer of State,,D,Connie Pillich,"3,078"
Preble,West,Dayton,"27,589","11,810",U.S. House of Representatives,08,R,John A. Boehner,"8,232"
Preble,West,Dayton,"27,589","11,810",U.S. House of Representatives,08,C,James J. Condit Jr.,753
Preble,West,Dayton,"27,589","11,810",U.S. House of Representatives,08,D,Tom Poetter,"2,596"
Preble,West,Dayton,"27,589","11,810",State Senate,05,R,Bill Beagle,"8,921"
Preble,West,Dayton,"27,589","11,810",State Senate,05,D,Dee Gillis,"2,539"
Preble,West,Dayton,"27,589","11,810",State House of Representatives,43,R,Jeff Rezabek,"8,945"
Preble,West,Dayton,"27,589","11,810",State House of Representatives,43,D,Roland Winburn,"2,509"
