County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Holmes,Northeast,Cleveland,"17,890","1,708",Governor,,R,John Kasich,"1,076"
Holmes,Northeast,Cleveland,"17,890","1,708",Attorney General,,R,Mike DeWine,"1,014"
Holmes,Northeast,Cleveland,"17,890","1,708",Auditor of State,,R,Dave Yost,949
Holmes,Northeast,Cleveland,"17,890","1,708",Secretary of State,,R,Jon Husted,976
Holmes,Northeast,Cleveland,"17,890","1,708",Treasurer of State,,R,Josh Mandel,975
Holmes,Northeast,Cleveland,"17,890","1,708",U.S. House of Representatives,07,R,Bob Gibbs,"1,117"
Holmes,Northeast,Cleveland,"17,890","1,708",State Senate,31,R,Jay Hottinger,375
Holmes,Northeast,Cleveland,"17,890","1,708",State House of Representatives,70,R,Dave Hall,533
Holmes,Northeast,Cleveland,"17,890","1,708",State House of Representatives,70,R,Tom Lavinder,111
Holmes,Northeast,Cleveland,"17,890","1,708",State House of Representatives,98,R,Al Landis,432
