County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Wayne,ABP,BAUGHMAN TWP 1,Northeast,Cleveland,1006,126,Governor/Lieutenant Governor,,R,"Kasich, John",84
Wayne,ABP,BAUGHMAN TWP 1,Northeast,Cleveland,1006,126,Attorney General,,R,"DeWine, Mike",82
Wayne,ABP,BAUGHMAN TWP 1,Northeast,Cleveland,1006,126,Auditor of State,,R,"Yost, Dave",74
Wayne,ABP,BAUGHMAN TWP 1,Northeast,Cleveland,1006,126,Secretary of State,,R,"Husted, Jon",75
Wayne,ABP,BAUGHMAN TWP 1,Northeast,Cleveland,1006,126,Treasurer of State,,R,"Mandel, Josh",80
Wayne,ABP,BAUGHMAN TWP 1,Northeast,Cleveland,1006,126,U.S. House of Representatives,16,R,"Renacci, Jim",80
Wayne,ABP,BAUGHMAN TWP 1,Northeast,Cleveland,1006,126,State Senate,27,R,"Davenport, Caleb T.",56
Wayne,ABP,BAUGHMAN TWP 1,Northeast,Cleveland,1006,126,State Senate,27,R,"LaRose, Frank",40
Wayne,ABP,BAUGHMAN TWP 1,Northeast,Cleveland,1006,126,State House of Representatives,01,R,"Amstutz, Ron",72
Wayne,ABQ,BAUGHMAN TWP 2,Northeast,Cleveland,1256,141,Governor/Lieutenant Governor,,R,"Kasich, John",96
Wayne,ABQ,BAUGHMAN TWP 2,Northeast,Cleveland,1256,141,Attorney General,,R,"DeWine, Mike",91
Wayne,ABQ,BAUGHMAN TWP 2,Northeast,Cleveland,1256,141,Auditor of State,,R,"Yost, Dave",84
Wayne,ABQ,BAUGHMAN TWP 2,Northeast,Cleveland,1256,141,Secretary of State,,R,"Husted, Jon",83
Wayne,ABQ,BAUGHMAN TWP 2,Northeast,Cleveland,1256,141,Treasurer of State,,R,"Mandel, Josh",87
Wayne,ABQ,BAUGHMAN TWP 2,Northeast,Cleveland,1256,141,U.S. House of Representatives,16,R,"Renacci, Jim",92
Wayne,ABQ,BAUGHMAN TWP 2,Northeast,Cleveland,1256,141,State Senate,27,R,"Davenport, Caleb T.",73
Wayne,ABQ,BAUGHMAN TWP 2,Northeast,Cleveland,1256,141,State Senate,27,R,"LaRose, Frank",41
Wayne,ABQ,BAUGHMAN TWP 2,Northeast,Cleveland,1256,141,State House of Representatives,01,R,"Amstutz, Ron",88
Wayne,ABS,CANAAN TWP 1,Northeast,Cleveland,654,82,Governor/Lieutenant Governor,,R,"Kasich, John",50
Wayne,ABS,CANAAN TWP 1,Northeast,Cleveland,654,82,Attorney General,,R,"DeWine, Mike",53
Wayne,ABS,CANAAN TWP 1,Northeast,Cleveland,654,82,Auditor of State,,R,"Yost, Dave",46
Wayne,ABS,CANAAN TWP 1,Northeast,Cleveland,654,82,Secretary of State,,R,"Husted, Jon",46
Wayne,ABS,CANAAN TWP 1,Northeast,Cleveland,654,82,Treasurer of State,,R,"Mandel, Josh",46
Wayne,ABS,CANAAN TWP 1,Northeast,Cleveland,654,82,U.S. House of Representatives,16,R,"Renacci, Jim",48
Wayne,ABS,CANAAN TWP 1,Northeast,Cleveland,654,82,State Senate,27,R,"Davenport, Caleb T.",29
Wayne,ABS,CANAAN TWP 1,Northeast,Cleveland,654,82,State Senate,27,R,"LaRose, Frank",29
Wayne,ABS,CANAAN TWP 1,Northeast,Cleveland,654,82,State House of Representatives,01,R,"Amstutz, Ron",53
Wayne,ABU,CANAAN TWP 2,Northeast,Cleveland,534,61,Governor/Lieutenant Governor,,R,"Kasich, John",25
Wayne,ABU,CANAAN TWP 2,Northeast,Cleveland,534,61,Attorney General,,R,"DeWine, Mike",25
Wayne,ABU,CANAAN TWP 2,Northeast,Cleveland,534,61,Auditor of State,,R,"Yost, Dave",21
Wayne,ABU,CANAAN TWP 2,Northeast,Cleveland,534,61,Secretary of State,,R,"Husted, Jon",23
Wayne,ABU,CANAAN TWP 2,Northeast,Cleveland,534,61,Treasurer of State,,R,"Mandel, Josh",26
Wayne,ABU,CANAAN TWP 2,Northeast,Cleveland,534,61,U.S. House of Representatives,16,R,"Renacci, Jim",25
Wayne,ABU,CANAAN TWP 2,Northeast,Cleveland,534,61,State Senate,27,R,"Davenport, Caleb T.",11
Wayne,ABU,CANAAN TWP 2,Northeast,Cleveland,534,61,State Senate,27,R,"LaRose, Frank",17
Wayne,ABU,CANAAN TWP 2,Northeast,Cleveland,534,61,State House of Representatives,01,R,"Amstutz, Ron",26
Wayne,ABV,CANAAN TWP 3,Northeast,Cleveland,1288,85,Governor/Lieutenant Governor,,R,"Kasich, John",62
Wayne,ABV,CANAAN TWP 3,Northeast,Cleveland,1288,85,Attorney General,,R,"DeWine, Mike",58
Wayne,ABV,CANAAN TWP 3,Northeast,Cleveland,1288,85,Auditor of State,,R,"Yost, Dave",59
Wayne,ABV,CANAAN TWP 3,Northeast,Cleveland,1288,85,Secretary of State,,R,"Husted, Jon",61
Wayne,ABV,CANAAN TWP 3,Northeast,Cleveland,1288,85,Treasurer of State,,R,"Mandel, Josh",59
Wayne,ABV,CANAAN TWP 3,Northeast,Cleveland,1288,85,U.S. House of Representatives,16,R,"Renacci, Jim",59
Wayne,ABV,CANAAN TWP 3,Northeast,Cleveland,1288,85,State Senate,27,R,"Davenport, Caleb T.",33
Wayne,ABV,CANAAN TWP 3,Northeast,Cleveland,1288,85,State Senate,27,R,"LaRose, Frank",30
Wayne,ABV,CANAAN TWP 3,Northeast,Cleveland,1288,85,State House of Representatives,01,R,"Amstutz, Ron",62
Wayne,ABT,CANAAN TWP 4,Northeast,Cleveland,791,86,Governor/Lieutenant Governor,,R,"Kasich, John",47
Wayne,ABT,CANAAN TWP 4,Northeast,Cleveland,791,86,Attorney General,,R,"DeWine, Mike",48
Wayne,ABT,CANAAN TWP 4,Northeast,Cleveland,791,86,Auditor of State,,R,"Yost, Dave",41
Wayne,ABT,CANAAN TWP 4,Northeast,Cleveland,791,86,Secretary of State,,R,"Husted, Jon",42
Wayne,ABT,CANAAN TWP 4,Northeast,Cleveland,791,86,Treasurer of State,,R,"Mandel, Josh",46
Wayne,ABT,CANAAN TWP 4,Northeast,Cleveland,791,86,U.S. House of Representatives,16,R,"Renacci, Jim",43
Wayne,ABT,CANAAN TWP 4,Northeast,Cleveland,791,86,State Senate,27,R,"Davenport, Caleb T.",32
Wayne,ABT,CANAAN TWP 4,Northeast,Cleveland,791,86,State Senate,27,R,"LaRose, Frank",26
Wayne,ABT,CANAAN TWP 4,Northeast,Cleveland,791,86,State House of Representatives,01,R,"Amstutz, Ron",44
Wayne,ABW,CANAAN TWP 5,Northeast,Cleveland,508,40,Governor/Lieutenant Governor,,R,"Kasich, John",30
Wayne,ABW,CANAAN TWP 5,Northeast,Cleveland,508,40,Attorney General,,R,"DeWine, Mike",28
Wayne,ABW,CANAAN TWP 5,Northeast,Cleveland,508,40,Auditor of State,,R,"Yost, Dave",27
Wayne,ABW,CANAAN TWP 5,Northeast,Cleveland,508,40,Secretary of State,,R,"Husted, Jon",27
Wayne,ABW,CANAAN TWP 5,Northeast,Cleveland,508,40,Treasurer of State,,R,"Mandel, Josh",29
Wayne,ABW,CANAAN TWP 5,Northeast,Cleveland,508,40,U.S. House of Representatives,16,R,"Renacci, Jim",26
Wayne,ABW,CANAAN TWP 5,Northeast,Cleveland,508,40,State Senate,27,R,"Davenport, Caleb T.",17
Wayne,ABW,CANAAN TWP 5,Northeast,Cleveland,508,40,State Senate,27,R,"LaRose, Frank",13
Wayne,ABW,CANAAN TWP 5,Northeast,Cleveland,508,40,State House of Representatives,01,R,"Amstutz, Ron",26
Wayne,ABX,CHESTER TWP 1,Northeast,Cleveland,788,100,Governor/Lieutenant Governor,,R,"Kasich, John",73
Wayne,ABX,CHESTER TWP 1,Northeast,Cleveland,788,100,Attorney General,,R,"DeWine, Mike",72
Wayne,ABX,CHESTER TWP 1,Northeast,Cleveland,788,100,Auditor of State,,R,"Yost, Dave",74
Wayne,ABX,CHESTER TWP 1,Northeast,Cleveland,788,100,Secretary of State,,R,"Husted, Jon",71
Wayne,ABX,CHESTER TWP 1,Northeast,Cleveland,788,100,Treasurer of State,,R,"Mandel, Josh",70
Wayne,ABX,CHESTER TWP 1,Northeast,Cleveland,788,100,U.S. House of Representatives,16,R,"Renacci, Jim",70
Wayne,ABX,CHESTER TWP 1,Northeast,Cleveland,788,100,State Senate,27,R,"Davenport, Caleb T.",39
Wayne,ABX,CHESTER TWP 1,Northeast,Cleveland,788,100,State Senate,27,R,"LaRose, Frank",38
Wayne,ABX,CHESTER TWP 1,Northeast,Cleveland,788,100,State House of Representatives,01,R,"Amstutz, Ron",72
Wayne,ABY,CHESTER TWP 2,Northeast,Cleveland,481,61,Governor/Lieutenant Governor,,R,"Kasich, John",39
Wayne,ABY,CHESTER TWP 2,Northeast,Cleveland,481,61,Attorney General,,R,"DeWine, Mike",38
Wayne,ABY,CHESTER TWP 2,Northeast,Cleveland,481,61,Auditor of State,,R,"Yost, Dave",34
Wayne,ABY,CHESTER TWP 2,Northeast,Cleveland,481,61,Secretary of State,,R,"Husted, Jon",36
Wayne,ABY,CHESTER TWP 2,Northeast,Cleveland,481,61,Treasurer of State,,R,"Mandel, Josh",33
Wayne,ABY,CHESTER TWP 2,Northeast,Cleveland,481,61,U.S. House of Representatives,16,R,"Renacci, Jim",39
Wayne,ABY,CHESTER TWP 2,Northeast,Cleveland,481,61,State Senate,27,R,"Davenport, Caleb T.",29
Wayne,ABY,CHESTER TWP 2,Northeast,Cleveland,481,61,State Senate,27,R,"LaRose, Frank",15
Wayne,ABY,CHESTER TWP 2,Northeast,Cleveland,481,61,State House of Representatives,01,R,"Amstutz, Ron",38
Wayne,ABZ,CHESTER TWP 3,Northeast,Cleveland,701,67,Governor/Lieutenant Governor,,R,"Kasich, John",46
Wayne,ABZ,CHESTER TWP 3,Northeast,Cleveland,701,67,Attorney General,,R,"DeWine, Mike",45
Wayne,ABZ,CHESTER TWP 3,Northeast,Cleveland,701,67,Auditor of State,,R,"Yost, Dave",40
Wayne,ABZ,CHESTER TWP 3,Northeast,Cleveland,701,67,Secretary of State,,R,"Husted, Jon",41
Wayne,ABZ,CHESTER TWP 3,Northeast,Cleveland,701,67,Treasurer of State,,R,"Mandel, Josh",48
Wayne,ABZ,CHESTER TWP 3,Northeast,Cleveland,701,67,U.S. House of Representatives,16,R,"Renacci, Jim",42
Wayne,ABZ,CHESTER TWP 3,Northeast,Cleveland,701,67,State Senate,27,R,"Davenport, Caleb T.",25
Wayne,ABZ,CHESTER TWP 3,Northeast,Cleveland,701,67,State Senate,27,R,"LaRose, Frank",27
Wayne,ABZ,CHESTER TWP 3,Northeast,Cleveland,701,67,State House of Representatives,01,R,"Amstutz, Ron",48
Wayne,ACA,CHIPPEWA TWP 1,Northeast,Cleveland,756,96,Governor/Lieutenant Governor,,R,"Kasich, John",56
Wayne,ACA,CHIPPEWA TWP 1,Northeast,Cleveland,756,96,Attorney General,,R,"DeWine, Mike",55
Wayne,ACA,CHIPPEWA TWP 1,Northeast,Cleveland,756,96,Auditor of State,,R,"Yost, Dave",51
