County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Darke,West,Dayton,"33,726","7,629",Governor,,R,John Kasich,"5,086"
Darke,West,Dayton,"33,726","7,629",Attorney General,,R,Mike DeWine,"4,973"
Darke,West,Dayton,"33,726","7,629",Auditor of State,,R,Dave Yost,"4,440"
Darke,West,Dayton,"33,726","7,629",Secretary of State,,R,Jon Husted,"4,616"
Darke,West,Dayton,"33,726","7,629",Treasurer of State,,R,Josh Mandel,"4,601"
Darke,West,Dayton,"33,726","7,629",U.S. House of Representatives,08,R,John A. Boehner,"3,842"
Darke,West,Dayton,"33,726","7,629",U.S. House of Representatives,08,R,Eric Gurr,211
Darke,West,Dayton,"33,726","7,629",U.S. House of Representatives,08,R,J.D. Winteregg,"1,481"
Darke,West,Dayton,"33,726","7,629",State Senate,05,R,Bill Beagle,"1,725"
Darke,West,Dayton,"33,726","7,629",State House of Representatives,80,R,Stephen A. Huffman,584
Darke,West,Dayton,"33,726","7,629",State House of Representatives,80,R,Joe LeMaster,846
Darke,West,Dayton,"33,726","7,629",State House of Representatives,80,R,Mark E. Williams,508
Darke,West,Dayton,"33,726","7,629",State House of Representatives,84,R,Jim Buchy,"3,249"
