County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Medina,Northeast,Cleveland,"122,733","48,997",Governor,,D,Edward FitzGerald,"12,117"
Medina,Northeast,Cleveland,"122,733","48,997",Governor,,R,John Kasich,"34,541"
Medina,Northeast,Cleveland,"122,733","48,997",Governor,,G,Anita Rios,"1,479"
Medina,Northeast,Cleveland,"122,733","48,997",Attorney General,,R,Mike DeWine,"34,114"
Medina,Northeast,Cleveland,"122,733","48,997",Attorney General,,D,David Pepper,"13,997"
Medina,Northeast,Cleveland,"122,733","48,997",Auditor of State,,L,Bob Bridges,"2,194"
Medina,Northeast,Cleveland,"122,733","48,997",Auditor of State,,D,John Patrick Carney,"14,706"
Medina,Northeast,Cleveland,"122,733","48,997",Auditor of State,,R,Dave Yost,"30,412"
Medina,Northeast,Cleveland,"122,733","48,997",Secretary of State,,R,Jon Husted,"31,781"
Medina,Northeast,Cleveland,"122,733","48,997",Secretary of State,,L,Kevin Knedler,"2,226"
Medina,Northeast,Cleveland,"122,733","48,997",Secretary of State,,D,Nina Turner,"13,254"
Medina,Northeast,Cleveland,"122,733","48,997",Treasurer of State,,R,Josh Mandel,"30,189"
Medina,Northeast,Cleveland,"122,733","48,997",Treasurer of State,,D,Connie Pillich,"17,662"
Medina,Northeast,Cleveland,"122,733","48,997",U.S. House of Representatives,07,R,Bob Gibbs,"12,634"
Medina,Northeast,Cleveland,"122,733","48,997",U.S. House of Representatives,16,D,Pete Crossland,"10,969"
Medina,Northeast,Cleveland,"122,733","48,997",U.S. House of Representatives,16,R,Jim Renacci,"20,334"
Medina,Northeast,Cleveland,"122,733","48,997",State House of Representatives,69,WI,Gregg E. Depew,49
Medina,Northeast,Cleveland,"122,733","48,997",State House of Representatives,69,R,Steve Hambley,"23,179"
Medina,Northeast,Cleveland,"122,733","48,997",State House of Representatives,69,D,Richard A. Javorek,"10,197"
Medina,Northeast,Cleveland,"122,733","48,997",State House of Representatives,70,R,Dave Hall,"8,134"
Medina,Northeast,Cleveland,"122,733","48,997",State House of Representatives,70,D,James E. Riley,"5,054"
