County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Miami,West,Dayton,"70,304","17,692",Governor,,R,John Kasich,"11,994"
Miami,West,Dayton,"70,304","17,692",Attorney General,,R,Mike DeWine,"11,806"
Miami,West,Dayton,"70,304","17,692",Auditor of State,,R,Dave Yost,"10,818"
Miami,West,Dayton,"70,304","17,692",Secretary of State,,R,Jon Husted,"11,135"
Miami,West,Dayton,"70,304","17,692",Treasurer of State,,R,Josh Mandel,"11,000"
Miami,West,Dayton,"70,304","17,692",U.S. House of Representatives,08,R,John A. Boehner,"8,811"
Miami,West,Dayton,"70,304","17,692",U.S. House of Representatives,08,R,Eric Gurr,644
Miami,West,Dayton,"70,304","17,692",U.S. House of Representatives,08,R,J.D. Winteregg,"3,116"
Miami,West,Dayton,"70,304","17,692",State Senate,05,R,Bill Beagle,"9,445"
Miami,West,Dayton,"70,304","17,692",State House of Representatives,80,R,Stephen A. Huffman,"5,571"
Miami,West,Dayton,"70,304","17,692",State House of Representatives,80,R,Joe LeMaster,"1,777"
Miami,West,Dayton,"70,304","17,692",State House of Representatives,80,R,Mark E. Williams,"4,156"
