County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Van Wert,West,Ft. Wayne,"19,729","3,094",Governor,,D,Larry Ealy,114
Van Wert,West,Ft. Wayne,"19,729","3,094",Governor,,D,Ed FitzGerald,336
Van Wert,West,Ft. Wayne,"19,729","3,094",Attorney General,,D,David Pepper,372
Van Wert,West,Ft. Wayne,"19,729","3,094",Auditor of State,,D,John Patrick Carney,353
Van Wert,West,Ft. Wayne,"19,729","3,094",Secretary of State,,D,Nina Turner,366
Van Wert,West,Ft. Wayne,"19,729","3,094",Treasurer of State,,D,Connie Pillich,356
Van Wert,West,Ft. Wayne,"19,729","3,094",U.S. House of Representatives,05,D,Robert Fry,344
