County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Ashtabula,Northeast,Cleveland,"61,330","27,303",Governor,,D,Edward FitzGerald,"10,082"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Governor,,R,John Kasich,"15,390"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Governor,,G,Anita Rios,964
Ashtabula,Northeast,Cleveland,"61,330","27,303",Attorney General,,R,Mike DeWine,"16,013"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Attorney General,,D,David Pepper,"10,425"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Auditor of State,,L,Bob Bridges,"1,339"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Auditor of State,,D,John Patrick Carney,"10,632"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Auditor of State,,R,Dave Yost,"14,202"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Secretary of State,,R,Jon Husted,"14,428"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Secretary of State,,L,Kevin Knedler,"1,585"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Secretary of State,,D,Nina Turner,"10,137"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Treasurer of State,,R,Josh Mandel,"14,872"
Ashtabula,Northeast,Cleveland,"61,330","27,303",Treasurer of State,,D,Connie Pillich,"11,579"
Ashtabula,Northeast,Cleveland,"61,330","27,303",U.S. House of Representatives,14,R,David P. Joyce,"14,575"
Ashtabula,Northeast,Cleveland,"61,330","27,303",U.S. House of Representatives,14,L,David Macko,"1,284"
Ashtabula,Northeast,Cleveland,"61,330","27,303",U.S. House of Representatives,14,D,Michael Wager,"10,305"
Ashtabula,Northeast,Cleveland,"61,330","27,303",State House of Representatives,64,R,Randy Law,"1,329"
Ashtabula,Northeast,Cleveland,"61,330","27,303",State House of Representatives,64,G,Elaine Mastromatteo,196
Ashtabula,Northeast,Cleveland,"61,330","27,303",State House of Representatives,64,D,Michael J. O'Brien,966
Ashtabula,Northeast,Cleveland,"61,330","27,303",State House of Representatives,99,R,Nancy McArthur,"9,030"
Ashtabula,Northeast,Cleveland,"61,330","27,303",State House of Representatives,99,D,John Patterson,"14,961"
