County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Pike,Central,Columbus,"18,161","7,475",Governor,,D,Edward FitzGerald,"2,649"
Pike,Central,Columbus,"18,161","7,475",Governor,,R,John Kasich,"4,367"
Pike,Central,Columbus,"18,161","7,475",Governor,,G,Anita Rios,162
Pike,Central,Columbus,"18,161","7,475",Attorney General,,R,Mike DeWine,"4,319"
Pike,Central,Columbus,"18,161","7,475",Attorney General,,D,David Pepper,"2,860"
Pike,Central,Columbus,"18,161","7,475",Auditor of State,,L,Bob Bridges,293
Pike,Central,Columbus,"18,161","7,475",Auditor of State,,D,John Patrick Carney,"2,961"
Pike,Central,Columbus,"18,161","7,475",Auditor of State,,R,Dave Yost,"3,731"
Pike,Central,Columbus,"18,161","7,475",Secretary of State,,R,Jon Husted,"4,121"
Pike,Central,Columbus,"18,161","7,475",Secretary of State,,L,Kevin Knedler,274
Pike,Central,Columbus,"18,161","7,475",Secretary of State,,D,Nina Turner,"2,598"
Pike,Central,Columbus,"18,161","7,475",Treasurer of State,,R,Josh Mandel,"4,007"
Pike,Central,Columbus,"18,161","7,475",Treasurer of State,,D,Connie Pillich,"3,088"
Pike,Central,Columbus,"18,161","7,475",U.S. House of Representatives,02,D,Marek Tyszkiewicz,"2,701"
Pike,Central,Columbus,"18,161","7,475",U.S. House of Representatives,02,R,Brad Wenstrup,"4,241"
Pike,Central,Columbus,"18,161","7,475",State Senate,17,R,Bob Peterson,"4,606"
Pike,Central,Columbus,"18,161","7,475",State House of Representatives,91,R,Cliff Rosenberger,"4,606"
