County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Hocking,Central,Columbus,"18,043","7,781",Governor,,D,Edward FitzGerald,"2,418"
Hocking,Central,Columbus,"18,043","7,781",Governor,,R,John Kasich,"4,894"
Hocking,Central,Columbus,"18,043","7,781",Governor,,G,Anita Rios,242
Hocking,Central,Columbus,"18,043","7,781",Attorney General,,R,Mike DeWine,"4,903"
Hocking,Central,Columbus,"18,043","7,781",Attorney General,,D,David Pepper,"2,649"
Hocking,Central,Columbus,"18,043","7,781",Auditor of State,,L,Bob Bridges,437
Hocking,Central,Columbus,"18,043","7,781",Auditor of State,,D,John Patrick Carney,"2,616"
Hocking,Central,Columbus,"18,043","7,781",Auditor of State,,R,Dave Yost,"4,360"
Hocking,Central,Columbus,"18,043","7,781",Secretary of State,,R,Jon Husted,"4,611"
Hocking,Central,Columbus,"18,043","7,781",Secretary of State,,L,Kevin Knedler,411
Hocking,Central,Columbus,"18,043","7,781",Secretary of State,,D,Nina Turner,"2,398"
Hocking,Central,Columbus,"18,043","7,781",Treasurer of State,,R,Josh Mandel,"4,420"
Hocking,Central,Columbus,"18,043","7,781",Treasurer of State,,D,Connie Pillich,"3,102"
Hocking,Central,Columbus,"18,043","7,781",U.S. House of Representatives,15,R,Steve Stivers,"4,636"
Hocking,Central,Columbus,"18,043","7,781",U.S. House of Representatives,15,D,Scott Wharton,"2,865"
Hocking,Central,Columbus,"18,043","7,781",State House of Representatives,78,D,Laina Fetherolf Rogers,"2,966"
Hocking,Central,Columbus,"18,043","7,781",State House of Representatives,78,R,Ron Hood,"4,556"
