County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Ross,Central,Columbus,"42,374","3,847",Governor,,D,Larry Ealy,252
Ross,Central,Columbus,"42,374","3,847",Governor,,D,Ed FitzGerald,"1,097"
Ross,Central,Columbus,"42,374","3,847",Attorney General,,D,David Pepper,"1,186"
Ross,Central,Columbus,"42,374","3,847",Auditor of State,,D,John Patrick Carney,"1,196"
Ross,Central,Columbus,"42,374","3,847",Secretary of State,,D,Nina Turner,"1,202"
Ross,Central,Columbus,"42,374","3,847",Treasurer of State,,D,Connie Pillich,"1,174"
Ross,Central,Columbus,"42,374","3,847",U.S. House of Representatives,02,D,Ronny Richards,330
Ross,Central,Columbus,"42,374","3,847",U.S. House of Representatives,02,D,John Sheil,101
Ross,Central,Columbus,"42,374","3,847",U.S. House of Representatives,02,D,William R. Smith,230
Ross,Central,Columbus,"42,374","3,847",U.S. House of Representatives,02,D,Marek Tyszkiewicz,187
Ross,Central,Columbus,"42,374","3,847",U.S. House of Representatives,15,D,Scott Wharton,430
