County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Adams,Southwest,Cincinnati,"17,446","2,742",Governor,,D,Larry Ealy,136
Adams,Southwest,Cincinnati,"17,446","2,742",Governor,,D,Ed FitzGerald,493
Adams,Southwest,Cincinnati,"17,446","2,742",Attorney General,,D,David Pepper,597
Adams,Southwest,Cincinnati,"17,446","2,742",Auditor of State,,D,John Patrick Carney,560
Adams,Southwest,Cincinnati,"17,446","2,742",Secretary of State,,D,Nina Turner,570
Adams,Southwest,Cincinnati,"17,446","2,742",Treasurer of State,,D,Connie Pillich,572
Adams,Southwest,Cincinnati,"17,446","2,742",U.S. House of Representatives,02,D,Ronny Richards,275
Adams,Southwest,Cincinnati,"17,446","2,742",U.S. House of Representatives,02,D,John Sheil,92
Adams,Southwest,Cincinnati,"17,446","2,742",U.S. House of Representatives,02,D,William R. Smith,150
Adams,Southwest,Cincinnati,"17,446","2,742",U.S. House of Representatives,02,D,Marek Tyszkiewicz,123
Adams,Southwest,Cincinnati,"17,446","2,742",State House of Representatives,90,D,Thomas Jefferson Davis,558
