County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Summit,Northeast,Cleveland,"355,834","41,558",Governor,,D,Larry Ealy,"2,469"
Summit,Northeast,Cleveland,"355,834","41,558",Governor,,D,Ed FitzGerald,"16,034"
Summit,Northeast,Cleveland,"355,834","41,558",Attorney General,,D,David Pepper,"14,730"
Summit,Northeast,Cleveland,"355,834","41,558",Auditor of State,,D,John Patrick Carney,"14,677"
Summit,Northeast,Cleveland,"355,834","41,558",Secretary of State,,D,Nina Turner,"15,482"
Summit,Northeast,Cleveland,"355,834","41,558",Treasurer of State,,D,Connie Pillich,"14,452"
Summit,Northeast,Cleveland,"355,834","41,558",U.S. House of Representatives,11,D,Marcia L. Fudge,"4,320"
Summit,Northeast,Cleveland,"355,834","41,558",U.S. House of Representatives,13,D,John Stephen Luchansky,"1,172"
Summit,Northeast,Cleveland,"355,834","41,558",U.S. House of Representatives,13,D,Tim Ryan,"7,449"
Summit,Northeast,Cleveland,"355,834","41,558",U.S. House of Representatives,14,D,Michael Wager,"2,141"
Summit,Northeast,Cleveland,"355,834","41,558",U.S. House of Representatives,16,D,Pete Crossland,"1,848"
Summit,Northeast,Cleveland,"355,834","41,558",U.S. House of Representatives,16,D,James Donenwirth,741
Summit,Northeast,Cleveland,"355,834","41,558",State Senate,27,D,George S. Rusiska,"3,224"
Summit,Northeast,Cleveland,"355,834","41,558",State House of Representatives,34,D,Frank C. Comunale,"2,802"
Summit,Northeast,Cleveland,"355,834","41,558",State House of Representatives,34,D,Emilia Sykes,"4,641"
Summit,Northeast,Cleveland,"355,834","41,558",State House of Representatives,35,D,Greta Johnson,"2,208"
Summit,Northeast,Cleveland,"355,834","41,558",State House of Representatives,35,D,Zack Milkovich,"1,907"
Summit,Northeast,Cleveland,"355,834","41,558",State House of Representatives,36,D,Paula Prentice,"2,943"
Summit,Northeast,Cleveland,"355,834","41,558",State House of Representatives,37,D,David Worhatch,"1,652"
Summit,Northeast,Cleveland,"355,834","41,558",State House of Representatives,38,D,Tim Crawford,"1,739"
