County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Butler,Southwest,Cincinnati,"236,261","88,508",Governor,,D,Edward FitzGerald,"21,551"
Butler,Southwest,Cincinnati,"236,261","88,508",Governor,,R,John Kasich,"62,438"
Butler,Southwest,Cincinnati,"236,261","88,508",Governor,,G,Anita Rios,"2,117"
Butler,Southwest,Cincinnati,"236,261","88,508",Attorney General,,R,Mike DeWine,"58,477"
Butler,Southwest,Cincinnati,"236,261","88,508",Attorney General,,D,David Pepper,"27,809"
Butler,Southwest,Cincinnati,"236,261","88,508",Auditor of State,,L,Bob Bridges,"4,731"
Butler,Southwest,Cincinnati,"236,261","88,508",Auditor of State,,D,John Patrick Carney,"23,066"
Butler,Southwest,Cincinnati,"236,261","88,508",Auditor of State,,R,Dave Yost,"58,207"
Butler,Southwest,Cincinnati,"236,261","88,508",Secretary of State,,R,Jon Husted,"59,813"
Butler,Southwest,Cincinnati,"236,261","88,508",Secretary of State,,L,Kevin Knedler,"4,236"
Butler,Southwest,Cincinnati,"236,261","88,508",Secretary of State,,D,Nina Turner,"21,916"
Butler,Southwest,Cincinnati,"236,261","88,508",Treasurer of State,,R,Josh Mandel,"61,213"
Butler,Southwest,Cincinnati,"236,261","88,508",Treasurer of State,,D,Connie Pillich,"25,531"
Butler,Southwest,Cincinnati,"236,261","88,508",U.S. House of Representatives,08,R,John A. Boehner,"56,893"
Butler,Southwest,Cincinnati,"236,261","88,508",U.S. House of Representatives,08,C,James J. Condit Jr.,"4,883"
Butler,Southwest,Cincinnati,"236,261","88,508",U.S. House of Representatives,08,D,Tom Poetter,"25,172"
Butler,Southwest,Cincinnati,"236,261","88,508",State Senate,07,R,Shannon Jones,"1,541"
Butler,Southwest,Cincinnati,"236,261","88,508",State House of Representatives,51,D,Lucinda L. Greene,"7,175"
Butler,Southwest,Cincinnati,"236,261","88,508",State House of Representatives,51,R,Wes Retherford,"16,202"
Butler,Southwest,Cincinnati,"236,261","88,508",State House of Representatives,52,R,Margaret Conditt,"25,646"
Butler,Southwest,Cincinnati,"236,261","88,508",State House of Representatives,52,D,Cathina M. Hourani,"8,240"
Butler,Southwest,Cincinnati,"236,261","88,508",State House of Representatives,53,R,Timothy Derickson,"17,658"
Butler,Southwest,Cincinnati,"236,261","88,508",State House of Representatives,53,D,Suzi Rubin,"8,171"
Butler,Southwest,Cincinnati,"236,261","88,508",State House of Representatives,54,D,Rick Smith,"1,060"
Butler,Southwest,Cincinnati,"236,261","88,508",State House of Representatives,54,R,Paul Zeltwanger,"1,214"
