County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Butler,Southwest,Cincinnati,"234,254","41,299",Governor,,D,Larry Ealy,"1,388"
Butler,Southwest,Cincinnati,"234,254","41,299",Governor,,D,Ed FitzGerald,"5,097"
Butler,Southwest,Cincinnati,"234,254","41,299",Attorney General,,D,David Pepper,"5,966"
Butler,Southwest,Cincinnati,"234,254","41,299",Auditor of State,,D,John Patrick Carney,"5,659"
Butler,Southwest,Cincinnati,"234,254","41,299",Secretary of State,,D,Nina Turner,"5,843"
Butler,Southwest,Cincinnati,"234,254","41,299",Treasurer of State,,D,Connie Pillich,"5,692"
Butler,Southwest,Cincinnati,"234,254","41,299",U.S. House of Representatives,08,D,Matthew J. Guyette,"2,500"
Butler,Southwest,Cincinnati,"234,254","41,299",U.S. House of Representatives,08,D,Tom Poetter,"3,631"
Butler,Southwest,Cincinnati,"234,254","41,299",State Senate,07,D,Jimmy Allen,362
Butler,Southwest,Cincinnati,"234,254","41,299",State House of Representatives,51,D,Michele DeCresce,"1,662"
Butler,Southwest,Cincinnati,"234,254","41,299",State House of Representatives,52,D,Cathina M. Hourani,"1,510"
Butler,Southwest,Cincinnati,"234,254","41,299",State House of Representatives,53,D,Suzi Rubin,"2,030"
Butler,Southwest,Cincinnati,"234,254","41,299",State House of Representatives,54,D,Rick Smith,360
