County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Medina,Northeast,Cleveland,"122,230","20,420",Governor,,D,Larry Ealy,786
Medina,Northeast,Cleveland,"122,230","20,420",Governor,,D,Ed FitzGerald,"4,777"
Medina,Northeast,Cleveland,"122,230","20,420",Attorney General,,D,David Pepper,"4,708"
Medina,Northeast,Cleveland,"122,230","20,420",Auditor of State,,D,John Patrick Carney,"4,755"
Medina,Northeast,Cleveland,"122,230","20,420",Secretary of State,,D,Nina Turner,"4,692"
Medina,Northeast,Cleveland,"122,230","20,420",Treasurer of State,,D,Connie Pillich,"4,644"
Medina,Northeast,Cleveland,"122,230","20,420",U.S. House of Representatives,16,D,Pete Crossland,"1,590"
Medina,Northeast,Cleveland,"122,230","20,420",U.S. House of Representatives,16,D,James Donenwirth,"1,216"
Medina,Northeast,Cleveland,"122,230","20,420",State House of Representatives,69,D,Richard A. Javorek,"2,808"
Medina,Northeast,Cleveland,"122,230","20,420",State House of Representatives,70,D,James E. Riley,"1,696"
