County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Delaware,ADK,PRECINCT ASHLEY,Central,Columbus,670,115,Governor/Lieutenant Governor,,R,"Kasich, John",62
Delaware,ADK,PRECINCT ASHLEY,Central,Columbus,670,115,Attorney General,,R,"DeWine, Mike",63
Delaware,ADK,PRECINCT ASHLEY,Central,Columbus,670,115,Auditor of State,,R,"Yost, Dave",64
Delaware,ADK,PRECINCT ASHLEY,Central,Columbus,670,115,Secretary of State,,R,"Husted, Jon",57
Delaware,ADK,PRECINCT ASHLEY,Central,Columbus,670,115,Treasurer of State,,R,"Mandel, Josh",55
Delaware,ADK,PRECINCT ASHLEY,Central,Columbus,670,115,U.S. House of Representatives,12,R,"Tiberi, Pat",53
Delaware,ADK,PRECINCT ASHLEY,Central,Columbus,670,115,State Senate,19,R,"Jordan, Kris",55
Delaware,ADK,PRECINCT ASHLEY,Central,Columbus,670,115,State House of Representatives,67,R,"Brenner, Andrew O.",48
Delaware,ADK,PRECINCT ASHLEY,Central,Columbus,670,115,State House of Representatives,68,R,"Rogers, Jason",0
Delaware,ADK,PRECINCT ASHLEY,Central,Columbus,670,115,State House of Representatives,68,R,"Ruhl, Margaret Ann",0
Delaware,ABI,PRECINCT BERKSHIRE A,Central,Columbus,715,123,Governor/Lieutenant Governor,,R,"Kasich, John",75
Delaware,ABI,PRECINCT BERKSHIRE A,Central,Columbus,715,123,Attorney General,,R,"DeWine, Mike",72
Delaware,ABI,PRECINCT BERKSHIRE A,Central,Columbus,715,123,Auditor of State,,R,"Yost, Dave",70
Delaware,ABI,PRECINCT BERKSHIRE A,Central,Columbus,715,123,Secretary of State,,R,"Husted, Jon",69
Delaware,ABI,PRECINCT BERKSHIRE A,Central,Columbus,715,123,Treasurer of State,,R,"Mandel, Josh",70
Delaware,ABI,PRECINCT BERKSHIRE A,Central,Columbus,715,123,U.S. House of Representatives,12,R,"Tiberi, Pat",70
Delaware,ABI,PRECINCT BERKSHIRE A,Central,Columbus,715,123,State Senate,19,R,"Jordan, Kris",62
Delaware,ABI,PRECINCT BERKSHIRE A,Central,Columbus,715,123,State House of Representatives,67,R,"Brenner, Andrew O.",0
Delaware,ABI,PRECINCT BERKSHIRE A,Central,Columbus,715,123,State House of Representatives,68,R,"Rogers, Jason",25
