County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Governor/Lieutenant Governor,,D,Edward FitzGerald,179
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Governor/Lieutenant Governor,,R,John Kasich,157
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Governor/Lieutenant Governor,,G,Anita Rios,14
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Attorney General,,R,Mike DeWine,160
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Attorney General,,D,David Pepper,194
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Auditor of State,,L,Bob Bridges,16
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Auditor of State,,D,John Patrick Carney,190
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Auditor of State,,R,Dave Yost,136
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Secretary of State,,R,Jon Husted,169
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Secretary of State,,L,Kevin Knedler,10
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Secretary of State,,D,Nina Turner,167
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Treasurer of State,,R,Josh Mandel,166
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,Treasurer of State,,D,Connie Pillich,181
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,U.S. House of Representatives,06,D,Jennifer Garrison,186
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,U.S. House of Representatives,06,R,Bill Johnson,157
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,U.S. House of Representatives,06,G,Dennis Lambert,11
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,State House of Representatives,95,D,Charlie Daniels,0
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,State House of Representatives,95,R,Andy Thompson,0
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,State House of Representatives,96,D,Jack Cera,250
Belmont,ABL,PRECINCT SHADYSIDE VILLAGE 3,Southeast,Wheeling,818,366,State House of Representatives,96,R,Ron Ferguson,111
Belmont,ACQ,PRECINCT SMITH TWP CENTERVILLE WARNOCK,Southeast,Wheeling,1025,438,Governor/Lieutenant Governor,,D,Edward FitzGerald,163
Belmont,ACQ,PRECINCT SMITH TWP CENTERVILLE WARNOCK,Southeast,Wheeling,1025,438,Governor/Lieutenant Governor,,R,John Kasich,252
Belmont,ACQ,PRECINCT SMITH TWP CENTERVILLE WARNOCK,Southeast,Wheeling,1025,438,Governor/Lieutenant Governor,,G,Anita Rios,9
Belmont,ACQ,PRECINCT SMITH TWP CENTERVILLE WARNOCK,Southeast,Wheeling,1025,438,Attorney General,,R,Mike DeWine,261
Belmont,ACQ,PRECINCT SMITH TWP CENTERVILLE WARNOCK,Southeast,Wheeling,1025,438,Attorney General,,D,David Pepper,163
Belmont,ACQ,PRECINCT SMITH TWP CENTERVILLE WARNOCK,Southeast,Wheeling,1025,438,Auditor of State,,L,Bob Bridges,19
