County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Scioto,Southeast,Charleston,"47,053","18,914",Governor,,D,Edward FitzGerald,"7,617"
Scioto,Southeast,Charleston,"47,053","18,914",Governor,,R,John Kasich,"9,864"
Scioto,Southeast,Charleston,"47,053","18,914",Governor,,G,Anita Rios,553
Scioto,Southeast,Charleston,"47,053","18,914",Attorney General,,R,Mike DeWine,"10,292"
Scioto,Southeast,Charleston,"47,053","18,914",Attorney General,,D,David Pepper,"7,800"
Scioto,Southeast,Charleston,"47,053","18,914",Auditor of State,,L,Bob Bridges,858
Scioto,Southeast,Charleston,"47,053","18,914",Auditor of State,,D,John Patrick Carney,"7,383"
Scioto,Southeast,Charleston,"47,053","18,914",Auditor of State,,R,Dave Yost,"9,466"
Scioto,Southeast,Charleston,"47,053","18,914",Secretary of State,,R,Jon Husted,"9,650"
Scioto,Southeast,Charleston,"47,053","18,914",Secretary of State,,L,Kevin Knedler,803
Scioto,Southeast,Charleston,"47,053","18,914",Secretary of State,,D,Nina Turner,"7,509"
Scioto,Southeast,Charleston,"47,053","18,914",Treasurer of State,,R,Josh Mandel,"10,104"
Scioto,Southeast,Charleston,"47,053","18,914",Treasurer of State,,D,Connie Pillich,"7,872"
Scioto,Southeast,Charleston,"47,053","18,914",U.S. House of Representatives,02,D,Marek Tyszkiewicz,"3,903"
Scioto,Southeast,Charleston,"47,053","18,914",U.S. House of Representatives,02,R,Brad Wenstrup,"4,852"
Scioto,Southeast,Charleston,"47,053","18,914",U.S. House of Representatives,06,D,Jennifer Garrison,"3,527"
Scioto,Southeast,Charleston,"47,053","18,914",U.S. House of Representatives,06,R,Bill Johnson,"5,631"
Scioto,Southeast,Charleston,"47,053","18,914",U.S. House of Representatives,06,G,Dennis Lambert,219
Scioto,Southeast,Charleston,"47,053","18,914",State House of Representatives,90,D,Thomas Jefferson Davis,"6,740"
Scioto,Southeast,Charleston,"47,053","18,914",State House of Representatives,90,R,Terry A. Johnson,"11,788"
