County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Ottawa,AAA,001 PORT CLINTON 1A,Northwest,Toledo,1020,143,Governor/Lieutenant Governor,,R,"Kasich, John",40
Ottawa,AAA,001 PORT CLINTON 1A,Northwest,Toledo,1020,143,Attorney General,,R,"DeWine, Mike",41
Ottawa,AAA,001 PORT CLINTON 1A,Northwest,Toledo,1020,143,Auditor of State,,R,"Yost, Dave",39
Ottawa,AAA,001 PORT CLINTON 1A,Northwest,Toledo,1020,143,Secretary of State,,R,"Husted, Jon",40
Ottawa,AAA,001 PORT CLINTON 1A,Northwest,Toledo,1020,143,Treasurer of State,,R,"Mandel, Josh",36
Ottawa,AAA,001 PORT CLINTON 1A,Northwest,Toledo,1020,143,U.S. House of Representatives,05,R,"Latta, Bob",0
Ottawa,AAA,001 PORT CLINTON 1A,Northwest,Toledo,1020,143,U.S. House of Representatives,09,R,"Horrocks Jr., Robert C.",8
Ottawa,AAA,001 PORT CLINTON 1A,Northwest,Toledo,1020,143,U.S. House of Representatives,09,R,"May, Richard",33
Ottawa,AAA,001 PORT CLINTON 1A,Northwest,Toledo,1020,143,State House of Representatives,89,R,"Kraus, Steven W.",35
Ottawa,AAD,003 PORT CLINTON 2A,Northwest,Toledo,1066,158,Governor/Lieutenant Governor,,R,"Kasich, John",47
Ottawa,AAD,003 PORT CLINTON 2A,Northwest,Toledo,1066,158,Attorney General,,R,"DeWine, Mike",44
Ottawa,AAD,003 PORT CLINTON 2A,Northwest,Toledo,1066,158,Auditor of State,,R,"Yost, Dave",35
Ottawa,AAD,003 PORT CLINTON 2A,Northwest,Toledo,1066,158,Secretary of State,,R,"Husted, Jon",41
Ottawa,AAD,003 PORT CLINTON 2A,Northwest,Toledo,1066,158,Treasurer of State,,R,"Mandel, Josh",42
Ottawa,AAD,003 PORT CLINTON 2A,Northwest,Toledo,1066,158,U.S. House of Representatives,05,R,"Latta, Bob",0
Ottawa,AAD,003 PORT CLINTON 2A,Northwest,Toledo,1066,158,U.S. House of Representatives,09,R,"Horrocks Jr., Robert C.",3
Ottawa,AAD,003 PORT CLINTON 2A,Northwest,Toledo,1066,158,U.S. House of Representatives,09,R,"May, Richard",37
Ottawa,AAD,003 PORT CLINTON 2A,Northwest,Toledo,1066,158,State House of Representatives,89,R,"Kraus, Steven W.",35
Ottawa,AAH,005 PORT CLINTON 3A,Northwest,Toledo,1007,200,Governor/Lieutenant Governor,,R,"Kasich, John",54
Ottawa,AAH,005 PORT CLINTON 3A,Northwest,Toledo,1007,200,Attorney General,,R,"DeWine, Mike",51
Ottawa,AAH,005 PORT CLINTON 3A,Northwest,Toledo,1007,200,Auditor of State,,R,"Yost, Dave",47
Ottawa,AAH,005 PORT CLINTON 3A,Northwest,Toledo,1007,200,Secretary of State,,R,"Husted, Jon",44
Ottawa,AAH,005 PORT CLINTON 3A,Northwest,Toledo,1007,200,Treasurer of State,,R,"Mandel, Josh",47
Ottawa,AAH,005 PORT CLINTON 3A,Northwest,Toledo,1007,200,U.S. House of Representatives,05,R,"Latta, Bob",0
Ottawa,AAH,005 PORT CLINTON 3A,Northwest,Toledo,1007,200,U.S. House of Representatives,09,R,"Horrocks Jr., Robert C.",9
Ottawa,AAH,005 PORT CLINTON 3A,Northwest,Toledo,1007,200,U.S. House of Representatives,09,R,"May, Richard",35
Ottawa,AAH,005 PORT CLINTON 3A,Northwest,Toledo,1007,200,State House of Representatives,89,R,"Kraus, Steven W.",40
Ottawa,AAL,007 PORT CLINTON 4A,Northwest,Toledo,953,134,Governor/Lieutenant Governor,,R,"Kasich, John",44
Ottawa,AAL,007 PORT CLINTON 4A,Northwest,Toledo,953,134,Attorney General,,R,"DeWine, Mike",46
Ottawa,AAL,007 PORT CLINTON 4A,Northwest,Toledo,953,134,Auditor of State,,R,"Yost, Dave",40
Ottawa,AAL,007 PORT CLINTON 4A,Northwest,Toledo,953,134,Secretary of State,,R,"Husted, Jon",42
Ottawa,AAL,007 PORT CLINTON 4A,Northwest,Toledo,953,134,Treasurer of State,,R,"Mandel, Josh",39
Ottawa,AAL,007 PORT CLINTON 4A,Northwest,Toledo,953,134,U.S. House of Representatives,05,R,"Latta, Bob",0
Ottawa,AAL,007 PORT CLINTON 4A,Northwest,Toledo,953,134,U.S. House of Representatives,09,R,"Horrocks Jr., Robert C.",9
Ottawa,AAL,007 PORT CLINTON 4A,Northwest,Toledo,953,134,U.S. House of Representatives,09,R,"May, Richard",27
Ottawa,AAL,007 PORT CLINTON 4A,Northwest,Toledo,953,134,State House of Representatives,89,R,"Kraus, Steven W.",35
Ottawa,AAR,009 ALLEN 1,Northwest,Toledo,151,31,Governor/Lieutenant Governor,,R,"Kasich, John",8
Ottawa,AAR,009 ALLEN 1,Northwest,Toledo,151,31,Attorney General,,R,"DeWine, Mike",7
Ottawa,AAR,009 ALLEN 1,Northwest,Toledo,151,31,Auditor of State,,R,"Yost, Dave",7
Ottawa,AAR,009 ALLEN 1,Northwest,Toledo,151,31,Secretary of State,,R,"Husted, Jon",7
Ottawa,AAR,009 ALLEN 1,Northwest,Toledo,151,31,Treasurer of State,,R,"Mandel, Josh",7
Ottawa,AAR,009 ALLEN 1,Northwest,Toledo,151,31,U.S. House of Representatives,05,R,"Latta, Bob",7
Ottawa,AAR,009 ALLEN 1,Northwest,Toledo,151,31,U.S. House of Representatives,09,R,"Horrocks Jr., Robert C.",0
Ottawa,AAR,009 ALLEN 1,Northwest,Toledo,151,31,U.S. House of Representatives,09,R,"May, Richard",0
Ottawa,AAR,009 ALLEN 1,Northwest,Toledo,151,31,State House of Representatives,89,R,"Kraus, Steven W.",6
Ottawa,AAO,010 ALLEN 2,Northwest,Toledo,798,148,Governor/Lieutenant Governor,,R,"Kasich, John",58
Ottawa,AAO,010 ALLEN 2,Northwest,Toledo,798,148,Attorney General,,R,"DeWine, Mike",59
Ottawa,AAO,010 ALLEN 2,Northwest,Toledo,798,148,Auditor of State,,R,"Yost, Dave",57
Ottawa,AAO,010 ALLEN 2,Northwest,Toledo,798,148,Secretary of State,,R,"Husted, Jon",57
Ottawa,AAO,010 ALLEN 2,Northwest,Toledo,798,148,Treasurer of State,,R,"Mandel, Josh",58
Ottawa,AAO,010 ALLEN 2,Northwest,Toledo,798,148,U.S. House of Representatives,05,R,"Latta, Bob",63
Ottawa,AAO,010 ALLEN 2,Northwest,Toledo,798,148,U.S. House of Representatives,09,R,"Horrocks Jr., Robert C.",0
Ottawa,AAO,010 ALLEN 2,Northwest,Toledo,798,148,U.S. House of Representatives,09,R,"May, Richard",0
Ottawa,AAO,010 ALLEN 2,Northwest,Toledo,798,148,State House of Representatives,89,R,"Kraus, Steven W.",52
Ottawa,AAM,011 ALLEN 3,Northwest,Toledo,686,133,Governor/Lieutenant Governor,,R,"Kasich, John",54
Ottawa,AAM,011 ALLEN 3,Northwest,Toledo,686,133,Attorney General,,R,"DeWine, Mike",54
Ottawa,AAM,011 ALLEN 3,Northwest,Toledo,686,133,Auditor of State,,R,"Yost, Dave",51
Ottawa,AAM,011 ALLEN 3,Northwest,Toledo,686,133,Secretary of State,,R,"Husted, Jon",53
