County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Morrow,Central,Columbus,"24,129","9,950",Governor,,D,Edward FitzGerald,"2,270"
Morrow,Central,Columbus,"24,129","9,950",Governor,,R,John Kasich,"7,168"
Morrow,Central,Columbus,"24,129","9,950",Governor,,G,Anita Rios,309
Morrow,Central,Columbus,"24,129","9,950",Attorney General,,R,Mike DeWine,"6,952"
Morrow,Central,Columbus,"24,129","9,950",Attorney General,,D,David Pepper,"2,788"
Morrow,Central,Columbus,"24,129","9,950",Auditor of State,,L,Bob Bridges,570
Morrow,Central,Columbus,"24,129","9,950",Auditor of State,,D,John Patrick Carney,"2,371"
Morrow,Central,Columbus,"24,129","9,950",Auditor of State,,R,Dave Yost,"6,716"
Morrow,Central,Columbus,"24,129","9,950",Secretary of State,,R,Jon Husted,"6,928"
Morrow,Central,Columbus,"24,129","9,950",Secretary of State,,L,Kevin Knedler,593
Morrow,Central,Columbus,"24,129","9,950",Secretary of State,,D,Nina Turner,"2,098"
Morrow,Central,Columbus,"24,129","9,950",Treasurer of State,,R,Josh Mandel,"6,509"
Morrow,Central,Columbus,"24,129","9,950",Treasurer of State,,D,Connie Pillich,"3,176"
Morrow,Central,Columbus,"24,129","9,950",U.S. House of Representatives,12,G,Bob Hart,458
Morrow,Central,Columbus,"24,129","9,950",U.S. House of Representatives,12,D,David Arthur Tibbs,"2,105"
Morrow,Central,Columbus,"24,129","9,950",U.S. House of Representatives,12,R,Pat Tiberi,"7,129"
Morrow,Central,Columbus,"24,129","9,950",State House of Representatives,87,D,Jeffrey A. Lehart,"2,687"
Morrow,Central,Columbus,"24,129","9,950",State House of Representatives,87,R,Jeff McClain,"6,677"
