County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Crawford,ABR,AUBURN TWP,Central,Columbus,490,37,Governor/Lieutenant Governor,,R,"Kasich, John",21
Crawford,ABR,AUBURN TWP,Central,Columbus,490,37,Attorney General,,R,"DeWine, Mike",23
Crawford,ABR,AUBURN TWP,Central,Columbus,490,37,Auditor of State,,R,"Yost, Dave",21
Crawford,ABR,AUBURN TWP,Central,Columbus,490,37,Secretary of State,,R,"Husted, Jon",20
Crawford,ABR,AUBURN TWP,Central,Columbus,490,37,Treasurer of State,,R,"Mandel, Josh",22
Crawford,ABR,AUBURN TWP,Central,Columbus,490,37,U.S. House of Representatives,04,R,"Jordan, Jim",22
Crawford,ABR,AUBURN TWP,Central,Columbus,490,37,State House of Representatives,87,R,"McClain, Jeff",21
Crawford,AAA,BUCYRUS 1A,Central,Columbus,819,51,Governor/Lieutenant Governor,,R,"Kasich, John",20
Crawford,AAA,BUCYRUS 1A,Central,Columbus,819,51,Attorney General,,R,"DeWine, Mike",22
Crawford,AAA,BUCYRUS 1A,Central,Columbus,819,51,Auditor of State,,R,"Yost, Dave",17
Crawford,AAA,BUCYRUS 1A,Central,Columbus,819,51,Secretary of State,,R,"Husted, Jon",21
Crawford,AAA,BUCYRUS 1A,Central,Columbus,819,51,Treasurer of State,,R,"Mandel, Josh",18
Crawford,AAA,BUCYRUS 1A,Central,Columbus,819,51,U.S. House of Representatives,04,R,"Jordan, Jim",20
Crawford,AAA,BUCYRUS 1A,Central,Columbus,819,51,State House of Representatives,87,R,"McClain, Jeff",21
Crawford,AAB,BUCYRUS 1B,Central,Columbus,696,60,Governor/Lieutenant Governor,,R,"Kasich, John",26
Crawford,AAB,BUCYRUS 1B,Central,Columbus,696,60,Attorney General,,R,"DeWine, Mike",23
Crawford,AAB,BUCYRUS 1B,Central,Columbus,696,60,Auditor of State,,R,"Yost, Dave",21
Crawford,AAB,BUCYRUS 1B,Central,Columbus,696,60,Secretary of State,,R,"Husted, Jon",22
Crawford,AAB,BUCYRUS 1B,Central,Columbus,696,60,Treasurer of State,,R,"Mandel, Josh",23
Crawford,AAB,BUCYRUS 1B,Central,Columbus,696,60,U.S. House of Representatives,04,R,"Jordan, Jim",24
