County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Fulton,Northwest,Toledo,"28,928","11,018",Governor,,D,Edward FitzGerald,"2,718"
Fulton,Northwest,Toledo,"28,928","11,018",Governor,,R,John Kasich,"7,845"
Fulton,Northwest,Toledo,"28,928","11,018",Governor,,G,Anita Rios,275
Fulton,Northwest,Toledo,"28,928","11,018",Attorney General,,R,Mike DeWine,"7,606"
Fulton,Northwest,Toledo,"28,928","11,018",Attorney General,,D,David Pepper,"3,204"
Fulton,Northwest,Toledo,"28,928","11,018",Auditor of State,,L,Bob Bridges,668
Fulton,Northwest,Toledo,"28,928","11,018",Auditor of State,,D,John Patrick Carney,"2,841"
Fulton,Northwest,Toledo,"28,928","11,018",Auditor of State,,R,Dave Yost,"7,170"
Fulton,Northwest,Toledo,"28,928","11,018",Secretary of State,,R,Jon Husted,"7,800"
Fulton,Northwest,Toledo,"28,928","11,018",Secretary of State,,L,Kevin Knedler,593
Fulton,Northwest,Toledo,"28,928","11,018",Secretary of State,,D,Nina Turner,"2,366"
Fulton,Northwest,Toledo,"28,928","11,018",Treasurer of State,,R,Josh Mandel,"7,092"
Fulton,Northwest,Toledo,"28,928","11,018",Treasurer of State,,D,Connie Pillich,"3,714"
Fulton,Northwest,Toledo,"28,928","11,018",U.S. House of Representatives,05,L,Eric Eberly,483
Fulton,Northwest,Toledo,"28,928","11,018",U.S. House of Representatives,05,D,Robert Fry,"2,735"
Fulton,Northwest,Toledo,"28,928","11,018",U.S. House of Representatives,05,R,Bob Latta,"7,654"
Fulton,Northwest,Toledo,"28,928","11,018",State Senate,01,R,Cliff Hite,"2,681"
Fulton,Northwest,Toledo,"28,928","11,018",State House of Representatives,47,R,Barbara R. Sears,"5,790"
Fulton,Northwest,Toledo,"28,928","11,018",State House of Representatives,81,D,John P. Lymanstall,"1,387"
Fulton,Northwest,Toledo,"28,928","11,018",State House of Representatives,81,R,Robert McColley,"2,234"
