County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Monroe,Southeast,Wheeling,"9,765","5,341",Governor,,D,Edward FitzGerald,"2,577"
Monroe,Southeast,Wheeling,"9,765","5,341",Governor,,R,John Kasich,"2,197"
Monroe,Southeast,Wheeling,"9,765","5,341",Governor,,G,Anita Rios,191
Monroe,Southeast,Wheeling,"9,765","5,341",Attorney General,,R,Mike DeWine,"2,371"
Monroe,Southeast,Wheeling,"9,765","5,341",Attorney General,,D,David Pepper,"2,538"
Monroe,Southeast,Wheeling,"9,765","5,341",Auditor of State,,L,Bob Bridges,265
Monroe,Southeast,Wheeling,"9,765","5,341",Auditor of State,,D,John Patrick Carney,"2,485"
Monroe,Southeast,Wheeling,"9,765","5,341",Auditor of State,,R,Dave Yost,"2,050"
Monroe,Southeast,Wheeling,"9,765","5,341",Secretary of State,,R,Jon Husted,"2,320"
Monroe,Southeast,Wheeling,"9,765","5,341",Secretary of State,,L,Kevin Knedler,260
Monroe,Southeast,Wheeling,"9,765","5,341",Secretary of State,,D,Nina Turner,"2,272"
Monroe,Southeast,Wheeling,"9,765","5,341",Treasurer of State,,R,Josh Mandel,"2,494"
Monroe,Southeast,Wheeling,"9,765","5,341",Treasurer of State,,D,Connie Pillich,"2,379"
Monroe,Southeast,Wheeling,"9,765","5,341",U.S. House of Representatives,06,D,Jennifer Garrison,"2,723"
Monroe,Southeast,Wheeling,"9,765","5,341",U.S. House of Representatives,06,R,Bill Johnson,"2,130"
Monroe,Southeast,Wheeling,"9,765","5,341",U.S. House of Representatives,06,G,Dennis Lambert,212
Monroe,Southeast,Wheeling,"9,765","5,341",State House of Representatives,96,D,Jack Cera,"3,035"
Monroe,Southeast,Wheeling,"9,765","5,341",State House of Representatives,96,R,Ron Ferguson,"2,035"
