County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Crawford,Central,Columbus,"28,304","12,205",Governor,,D,Edward FitzGerald,"2,778"
Crawford,Central,Columbus,"28,304","12,205",Governor,,R,John Kasich,"8,870"
Crawford,Central,Columbus,"28,304","12,205",Governor,,G,Anita Rios,252
Crawford,Central,Columbus,"28,304","12,205",Attorney General,,R,Mike DeWine,"8,616"
Crawford,Central,Columbus,"28,304","12,205",Attorney General,,D,David Pepper,"3,299"
Crawford,Central,Columbus,"28,304","12,205",Auditor of State,,L,Bob Bridges,546
Crawford,Central,Columbus,"28,304","12,205",Auditor of State,,D,John Patrick Carney,"3,142"
Crawford,Central,Columbus,"28,304","12,205",Auditor of State,,R,Dave Yost,"8,001"
Crawford,Central,Columbus,"28,304","12,205",Secretary of State,,R,Jon Husted,"8,533"
Crawford,Central,Columbus,"28,304","12,205",Secretary of State,,L,Kevin Knedler,529
Crawford,Central,Columbus,"28,304","12,205",Secretary of State,,D,Nina Turner,"2,675"
Crawford,Central,Columbus,"28,304","12,205",Treasurer of State,,R,Josh Mandel,"8,008"
Crawford,Central,Columbus,"28,304","12,205",Treasurer of State,,D,Connie Pillich,"3,847"
Crawford,Central,Columbus,"28,304","12,205",U.S. House of Representatives,04,D,Janet Garrett,"3,453"
Crawford,Central,Columbus,"28,304","12,205",U.S. House of Representatives,04,R,Jim Jordan,"8,193"
Crawford,Central,Columbus,"28,304","12,205",State House of Representatives,87,D,Jeffrey A. Lehart,"3,243"
Crawford,Central,Columbus,"28,304","12,205",State House of Representatives,87,R,Jeff McClain,"8,392"
