County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Clinton,Southwest,Cincinnati,"25,844","3,831",Governor,,R,John Kasich,"2,614"
Clinton,Southwest,Cincinnati,"25,844","3,831",Attorney General,,R,Mike DeWine,"2,652"
Clinton,Southwest,Cincinnati,"25,844","3,831",Auditor of State,,R,Dave Yost,"2,472"
Clinton,Southwest,Cincinnati,"25,844","3,831",Secretary of State,,R,Jon Husted,"2,567"
Clinton,Southwest,Cincinnati,"25,844","3,831",Treasurer of State,,R,Josh Mandel,"2,581"
Clinton,Southwest,Cincinnati,"25,844","3,831",U.S. House of Representatives,15,R,Charles S. Chope,376
Clinton,Southwest,Cincinnati,"25,844","3,831",U.S. House of Representatives,15,R,Steve Stivers,"2,578"
Clinton,Southwest,Cincinnati,"25,844","3,831",State Senate,17,R,Bob Peterson,"2,487"
Clinton,Southwest,Cincinnati,"25,844","3,831",State House of Representatives,91,R,Barb Cole,916
Clinton,Southwest,Cincinnati,"25,844","3,831",State House of Representatives,91,R,Cliff Rosenberger,"2,194"
