County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Geauga,Northeast,Cleveland,"63,726","15,146",Governor,,R,John Kasich,"9,181"
Geauga,Northeast,Cleveland,"63,726","15,146",Attorney General,,R,Mike DeWine,"8,675"
Geauga,Northeast,Cleveland,"63,726","15,146",Auditor of State,,R,Dave Yost,"8,068"
Geauga,Northeast,Cleveland,"63,726","15,146",Secretary of State,,R,Jon Husted,"8,183"
Geauga,Northeast,Cleveland,"63,726","15,146",Treasurer of State,,R,Josh Mandel,"8,278"
Geauga,Northeast,Cleveland,"63,726","15,146",U.S. House of Representatives,14,R,David P. Joyce,"6,332"
Geauga,Northeast,Cleveland,"63,726","15,146",U.S. House of Representatives,14,R,Matt Lynch,"4,533"
Geauga,Northeast,Cleveland,"63,726","15,146",State House of Representatives,76,R,Sarah LaTourette,"4,942"
Geauga,Northeast,Cleveland,"63,726","15,146",State House of Representatives,76,R,Linda J. O'Brien (WI)*,"2,108"
Geauga,Northeast,Cleveland,"63,726","15,146",State House of Representatives,99,R,Nancy McArthur,"1,316"
