County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Holmes,Northeast,Cleveland,"18,020","6,934",Governor,,D,Edward FitzGerald,943
Holmes,Northeast,Cleveland,"18,020","6,934",Governor,,R,John Kasich,"5,398"
Holmes,Northeast,Cleveland,"18,020","6,934",Governor,,G,Anita Rios,172
Holmes,Northeast,Cleveland,"18,020","6,934",Attorney General,,R,Mike DeWine,"5,282"
Holmes,Northeast,Cleveland,"18,020","6,934",Attorney General,,D,David Pepper,"1,184"
Holmes,Northeast,Cleveland,"18,020","6,934",Auditor of State,,L,Bob Bridges,308
Holmes,Northeast,Cleveland,"18,020","6,934",Auditor of State,,D,John Patrick Carney,"1,088"
Holmes,Northeast,Cleveland,"18,020","6,934",Auditor of State,,R,Dave Yost,"4,948"
Holmes,Northeast,Cleveland,"18,020","6,934",Secretary of State,,R,Jon Husted,"5,120"
Holmes,Northeast,Cleveland,"18,020","6,934",Secretary of State,,L,Kevin Knedler,254
Holmes,Northeast,Cleveland,"18,020","6,934",Secretary of State,,D,Nina Turner,987
Holmes,Northeast,Cleveland,"18,020","6,934",Treasurer of State,,R,Josh Mandel,"5,164"
Holmes,Northeast,Cleveland,"18,020","6,934",Treasurer of State,,D,Connie Pillich,"1,251"
Holmes,Northeast,Cleveland,"18,020","6,934",U.S. House of Representatives,07,R,Bob Gibbs,"5,691"
Holmes,Northeast,Cleveland,"18,020","6,934",State Senate,31,D,John Carlisle,644
Holmes,Northeast,Cleveland,"18,020","6,934",State Senate,31,R,Jay Hottinger,"2,924"
Holmes,Northeast,Cleveland,"18,020","6,934",State House of Representatives,70,R,Dave Hall,"2,100"
Holmes,Northeast,Cleveland,"18,020","6,934",State House of Representatives,70,D,James E. Riley,632
Holmes,Northeast,Cleveland,"18,020","6,934",State House of Representatives,98,D,Jeremiah M. Johnson,603
Holmes,Northeast,Cleveland,"18,020","6,934",State House of Representatives,98,R,Al Landis,"3,035"
