County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Logan,West,Dayton,"30,309","13,140",Governor,,D,Edward FitzGerald,"2,343"
Logan,West,Dayton,"30,309","13,140",Governor,,R,John Kasich,"10,118"
Logan,West,Dayton,"30,309","13,140",Governor,,G,Anita Rios,328
Logan,West,Dayton,"30,309","13,140",Attorney General,,R,Mike DeWine,"9,891"
Logan,West,Dayton,"30,309","13,140",Attorney General,,D,David Pepper,"2,853"
Logan,West,Dayton,"30,309","13,140",Auditor of State,,L,Bob Bridges,768
Logan,West,Dayton,"30,309","13,140",Auditor of State,,D,John Patrick Carney,"2,374"
Logan,West,Dayton,"30,309","13,140",Auditor of State,,R,Dave Yost,"9,512"
Logan,West,Dayton,"30,309","13,140",Secretary of State,,R,Jon Husted,"9,775"
Logan,West,Dayton,"30,309","13,140",Secretary of State,,L,Kevin Knedler,656
Logan,West,Dayton,"30,309","13,140",Secretary of State,,D,Nina Turner,"2,311"
Logan,West,Dayton,"30,309","13,140",Treasurer of State,,R,Josh Mandel,"9,445"
Logan,West,Dayton,"30,309","13,140",Treasurer of State,,D,Connie Pillich,"3,285"
Logan,West,Dayton,"30,309","13,140",U.S. House of Representatives,04,D,Janet Garrett,"2,776"
Logan,West,Dayton,"30,309","13,140",U.S. House of Representatives,04,R,Jim Jordan,"10,052"
Logan,West,Dayton,"30,309","13,140",State Senate,01,R,Cliff Hite,"1,402"
Logan,West,Dayton,"30,309","13,140",State House of Representatives,83,L,Gregory A. Norris,343
Logan,West,Dayton,"30,309","13,140",State House of Representatives,83,I,Kevin Rettig,125
Logan,West,Dayton,"30,309","13,140",State House of Representatives,83,R,Robert Cole Sprague,"1,184"
Logan,West,Dayton,"30,309","13,140",State House of Representatives,85,R,Nino Vitale,"8,831"
