County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Ashland,Northeast,Cleveland,"34,336","15,333",Governor,,D,Edward FitzGerald,"3,177"
Ashland,Northeast,Cleveland,"34,336","15,333",Governor,,R,John Kasich,"11,267"
Ashland,Northeast,Cleveland,"34,336","15,333",Governor,,G,Anita Rios,405
Ashland,Northeast,Cleveland,"34,336","15,333",Attorney General,,R,Mike DeWine,"11,015"
Ashland,Northeast,Cleveland,"34,336","15,333",Attorney General,,D,David Pepper,"3,774"
Ashland,Northeast,Cleveland,"34,336","15,333",Auditor of State,,L,Bob Bridges,802
Ashland,Northeast,Cleveland,"34,336","15,333",Auditor of State,,D,John Patrick Carney,"3,476"
Ashland,Northeast,Cleveland,"34,336","15,333",Auditor of State,,R,Dave Yost,"10,229"
Ashland,Northeast,Cleveland,"34,336","15,333",Secretary of State,,R,Jon Husted,"10,486"
Ashland,Northeast,Cleveland,"34,336","15,333",Secretary of State,,L,Kevin Knedler,773
Ashland,Northeast,Cleveland,"34,336","15,333",Secretary of State,,D,Nina Turner,"3,282"
Ashland,Northeast,Cleveland,"34,336","15,333",Treasurer of State,,R,Josh Mandel,"10,573"
Ashland,Northeast,Cleveland,"34,336","15,333",Treasurer of State,,D,Connie Pillich,"4,158"
Ashland,Northeast,Cleveland,"34,336","15,333",U.S. House of Representatives,07,R,Bob Gibbs,"11,905"
Ashland,Northeast,Cleveland,"34,336","15,333",State House of Representatives,70,R,Dave Hall,"10,482"
Ashland,Northeast,Cleveland,"34,336","15,333",State House of Representatives,70,D,James E. Riley,"3,820"
