County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Adams,Southwest,Cincinnati,"17,538","6,243",Governor,,D,Edward FitzGerald,"1,462"
Adams,Southwest,Cincinnati,"17,538","6,243",Governor,,R,John Kasich,"4,499"
Adams,Southwest,Cincinnati,"17,538","6,243",Governor,,G,Anita Rios,139
Adams,Southwest,Cincinnati,"17,538","6,243",Attorney General,,R,Mike DeWine,"4,250"
Adams,Southwest,Cincinnati,"17,538","6,243",Attorney General,,D,David Pepper,"1,862"
Adams,Southwest,Cincinnati,"17,538","6,243",Auditor of State,,L,Bob Bridges,312
Adams,Southwest,Cincinnati,"17,538","6,243",Auditor of State,,D,John Patrick Carney,"1,540"
Adams,Southwest,Cincinnati,"17,538","6,243",Auditor of State,,R,Dave Yost,"4,186"
Adams,Southwest,Cincinnati,"17,538","6,243",Secretary of State,,R,Jon Husted,"4,311"
Adams,Southwest,Cincinnati,"17,538","6,243",Secretary of State,,L,Kevin Knedler,286
Adams,Southwest,Cincinnati,"17,538","6,243",Secretary of State,,D,Nina Turner,"1,442"
Adams,Southwest,Cincinnati,"17,538","6,243",Treasurer of State,,R,Josh Mandel,"4,636"
Adams,Southwest,Cincinnati,"17,538","6,243",Treasurer of State,,D,Connie Pillich,"1,486"
Adams,Southwest,Cincinnati,"17,538","6,243",U.S. House of Representatives,02,D,Marek Tyszkiewicz,"1,496"
Adams,Southwest,Cincinnati,"17,538","6,243",U.S. House of Representatives,02,R,Brad Wenstrup,"4,588"
Adams,Southwest,Cincinnati,"17,538","6,243",State House of Representatives,90,D,Thomas Jefferson Davis,"1,871"
Adams,Southwest,Cincinnati,"17,538","6,243",State House of Representatives,90,R,Terry A. Johnson,"4,232"
