County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Stark,Northeast,Cleveland,"249,586","34,806",Governor,,D,Larry Ealy,"2,386"
Stark,Northeast,Cleveland,"249,586","34,806",Governor,,D,Ed FitzGerald,"9,691"
Stark,Northeast,Cleveland,"249,586","34,806",Attorney General,,D,David Pepper,"10,731"
Stark,Northeast,Cleveland,"249,586","34,806",Auditor of State,,D,John Patrick Carney,"10,737"
Stark,Northeast,Cleveland,"249,586","34,806",Secretary of State,,D,Nina Turner,"10,772"
Stark,Northeast,Cleveland,"249,586","34,806",Treasurer of State,,D,Connie Pillich,"10,560"
Stark,Northeast,Cleveland,"249,586","34,806",U.S. House of Representatives,13,D,John Stephen Luchansky,76
Stark,Northeast,Cleveland,"249,586","34,806",U.S. House of Representatives,13,D,Tim Ryan,538
Stark,Northeast,Cleveland,"249,586","34,806",U.S. House of Representatives,16,D,Pete Crossland,"1,544"
Stark,Northeast,Cleveland,"249,586","34,806",U.S. House of Representatives,16,D,James Donenwirth,"1,417"
Stark,Northeast,Cleveland,"249,586","34,806",State Senate,27,D,George S. Rusiska,981
Stark,Northeast,Cleveland,"249,586","34,806",State Senate,29,D,Connie Rubin,"9,541"
Stark,Northeast,Cleveland,"249,586","34,806",State House of Representatives,38,D,Tim Crawford,"1,032"
Stark,Northeast,Cleveland,"249,586","34,806",State House of Representatives,49,D,Stephen D. Slesnick,"3,504"
Stark,Northeast,Cleveland,"249,586","34,806",State House of Representatives,50,D,Deborah L. Cain,"2,447"
