County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Governor/Lieutenant Governor,,D,Edward FitzGerald,70
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Governor/Lieutenant Governor,,R,John Kasich,166
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Governor/Lieutenant Governor,,G,Anita Rios,8
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Attorney General,,R,Mike DeWine,182
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Attorney General,,D,David Pepper,62
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Auditor of State,,L,Bob Bridges,19
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Auditor of State,,D,John Patrick Carney,64
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Auditor of State,,R,Dave Yost,156
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Secretary of State,,R,Jon Husted,173
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Secretary of State,,L,Kevin Knedler,15
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Secretary of State,,D,Nina Turner,53
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Treasurer of State,,R,Josh Mandel,177
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,Treasurer of State,,D,Connie Pillich,66
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,U.S. House of Representatives,06,D,Jennifer Garrison,67
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,U.S. House of Representatives,06,R,Bill Johnson,164
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,U.S. House of Representatives,06,G,Dennis Lambert,11
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,State Senate,17,R,Bob Peterson,186
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,State House of Representatives,93,D,Josh Bailey,66
Jackson,AAS,PRECINCT BLOOMFIELD,Southeast,Charleston,777,255,State House of Representatives,93,R,Ryan Smith,175
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Governor/Lieutenant Governor,,D,Edward FitzGerald,30
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Governor/Lieutenant Governor,,R,John Kasich,53
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Governor/Lieutenant Governor,,G,Anita Rios,4
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Attorney General,,R,Mike DeWine,50
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Attorney General,,D,David Pepper,38
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Auditor of State,,L,Bob Bridges,5
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Auditor of State,,D,John Patrick Carney,33
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Auditor of State,,R,Dave Yost,48
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Secretary of State,,R,Jon Husted,54
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Secretary of State,,L,Kevin Knedler,3
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Secretary of State,,D,Nina Turner,28
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Treasurer of State,,R,Josh Mandel,55
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,Treasurer of State,,D,Connie Pillich,31
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,U.S. House of Representatives,06,D,Jennifer Garrison,32
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,U.S. House of Representatives,06,R,Bill Johnson,44
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,U.S. House of Representatives,06,G,Dennis Lambert,9
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,State Senate,17,R,Bob Peterson,64
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,State House of Representatives,93,D,Josh Bailey,26
Jackson,AAV,PRECINCT COAL I,Southeast,Charleston,340,89,State House of Representatives,93,R,Ryan Smith,59
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Governor/Lieutenant Governor,,D,Edward FitzGerald,76
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Governor/Lieutenant Governor,,R,John Kasich,186
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Governor/Lieutenant Governor,,G,Anita Rios,6
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Attorney General,,R,Mike DeWine,182
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Attorney General,,D,David Pepper,82
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Auditor of State,,L,Bob Bridges,24
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Auditor of State,,D,John Patrick Carney,67
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Auditor of State,,R,Dave Yost,171
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Secretary of State,,R,Jon Husted,180
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Secretary of State,,L,Kevin Knedler,16
Jackson,AAT,PRECINCT COAL II,Southeast,Charleston,949,276,Secretary of State,,D,Nina Turner,66
