County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Stark,Northeast,Cleveland,"250,450","103,952",Governor,,D,Edward FitzGerald,"30,705"
Stark,Northeast,Cleveland,"250,450","103,952",Governor,,R,John Kasich,"67,948"
Stark,Northeast,Cleveland,"250,450","103,952",Governor,,G,Anita Rios,"2,779"
Stark,Northeast,Cleveland,"250,450","103,952",Attorney General,,R,Mike DeWine,"66,242"
Stark,Northeast,Cleveland,"250,450","103,952",Attorney General,,D,David Pepper,"35,146"
Stark,Northeast,Cleveland,"250,450","103,952",Auditor of State,,L,Bob Bridges,"4,699"
Stark,Northeast,Cleveland,"250,450","103,952",Auditor of State,,D,John Patrick Carney,"36,952"
Stark,Northeast,Cleveland,"250,450","103,952",Auditor of State,,R,Dave Yost,"57,872"
Stark,Northeast,Cleveland,"250,450","103,952",Secretary of State,,R,Jon Husted,"62,679"
Stark,Northeast,Cleveland,"250,450","103,952",Secretary of State,,L,Kevin Knedler,"4,612"
Stark,Northeast,Cleveland,"250,450","103,952",Secretary of State,,D,Nina Turner,"32,846"
Stark,Northeast,Cleveland,"250,450","103,952",Treasurer of State,,R,Josh Mandel,"59,958"
Stark,Northeast,Cleveland,"250,450","103,952",Treasurer of State,,D,Connie Pillich,"40,903"
Stark,Northeast,Cleveland,"250,450","103,952",U.S. House of Representatives,07,R,Bob Gibbs,"44,898"
Stark,Northeast,Cleveland,"250,450","103,952",U.S. House of Representatives,13,WI,David Allen Pastorius,1
Stark,Northeast,Cleveland,"250,450","103,952",U.S. House of Representatives,13,R,Thomas Pekarek,"2,382"
Stark,Northeast,Cleveland,"250,450","103,952",U.S. House of Representatives,13,D,Tim Ryan,"3,002"
Stark,Northeast,Cleveland,"250,450","103,952",U.S. House of Representatives,16,D,Pete Crossland,"11,343"
Stark,Northeast,Cleveland,"250,450","103,952",U.S. House of Representatives,16,R,Jim Renacci,"23,025"
Stark,Northeast,Cleveland,"250,450","103,952",State Senate,27,R,Frank LaRose,"6,212"
Stark,Northeast,Cleveland,"250,450","103,952",State Senate,27,D,George S. Rusiska,"3,179"
Stark,Northeast,Cleveland,"250,450","103,952",State Senate,29,R,Scott Oelslager,"60,743"
Stark,Northeast,Cleveland,"250,450","103,952",State Senate,29,D,Connie Rubin,"30,491"
Stark,Northeast,Cleveland,"250,450","103,952",State House of Representatives,38,D,Tim Crawford,"3,749"
Stark,Northeast,Cleveland,"250,450","103,952",State House of Representatives,38,R,Marilyn Slaby,"5,743"
Stark,Northeast,Cleveland,"250,450","103,952",State House of Representatives,48,R,Kirk Schuring,"28,580"
Stark,Northeast,Cleveland,"250,450","103,952",State House of Representatives,49,R,Dallas Charton,"8,745"
Stark,Northeast,Cleveland,"250,450","103,952",State House of Representatives,49,D,Stephen D. Slesnick,"15,569"
Stark,Northeast,Cleveland,"250,450","103,952",State House of Representatives,50,D,Deborah L. Cain,"10,059"
Stark,Northeast,Cleveland,"250,450","103,952",State House of Representatives,50,R,Christina M. Hagan,"20,941"
