County,Precinct Code,Precinct Name,Region,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Governor/Lieutenant Governor,,D,Edward FitzGerald,81
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Governor/Lieutenant Governor,,R,John Kasich,91
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Governor/Lieutenant Governor,,G,Anita Rios,5
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Attorney General,,R,Mike DeWine,84
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Attorney General,,D,David Pepper,96
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Auditor of State,,L,Bob Bridges,8
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Auditor of State,,D,John Patrick Carney,95
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Auditor of State,,R,Dave Yost,74
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Secretary of State,,R,Jon Husted,91
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Secretary of State,,L,Kevin Knedler,8
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Secretary of State,,D,Nina Turner,74
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Treasurer of State,,R,Josh Mandel,82
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,Treasurer of State,,D,Connie Pillich,92
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,U.S. House of Representatives,06,D,Jennifer Garrison,98
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,U.S. House of Representatives,06,R,Bill Johnson,77
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,U.S. House of Representatives,06,G,Dennis Lambert,2
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,State House of Representatives,96,D,Jack Cera,110
Jefferson,ADB,PRECINCT ADENA,Southeast,Wheeling,424,181,State House of Representatives,96,R,Ron Ferguson,67
Jefferson,ADG,PRECINCT AMSTERDAM,Southeast,Wheeling,292,116,Governor/Lieutenant Governor,,D,Edward FitzGerald,54
Jefferson,ADG,PRECINCT AMSTERDAM,Southeast,Wheeling,292,116,Governor/Lieutenant Governor,,R,John Kasich,42
Jefferson,ADG,PRECINCT AMSTERDAM,Southeast,Wheeling,292,116,Governor/Lieutenant Governor,,G,Anita Rios,5
Jefferson,ADG,PRECINCT AMSTERDAM,Southeast,Wheeling,292,116,Attorney General,,R,Mike DeWine,30
Jefferson,ADG,PRECINCT AMSTERDAM,Southeast,Wheeling,292,116,Attorney General,,D,David Pepper,76
Jefferson,ADG,PRECINCT AMSTERDAM,Southeast,Wheeling,292,116,Auditor of State,,L,Bob Bridges,5
Jefferson,ADG,PRECINCT AMSTERDAM,Southeast,Wheeling,292,116,Auditor of State,,D,John Patrick Carney,62
Jefferson,ADG,PRECINCT AMSTERDAM,Southeast,Wheeling,292,116,Auditor of State,,R,Dave Yost,36
Jefferson,ADG,PRECINCT AMSTERDAM,Southeast,Wheeling,292,116,Secretary of State,,R,Jon Husted,39
