County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Union,Central,Columbus,"34,074","14,325",Governor,,D,Edward FitzGerald,"2,598"
Union,Central,Columbus,"34,074","14,325",Governor,,R,John Kasich,"10,987"
Union,Central,Columbus,"34,074","14,325",Governor,,G,Anita Rios,445
Union,Central,Columbus,"34,074","14,325",Attorney General,,R,Mike DeWine,"10,716"
Union,Central,Columbus,"34,074","14,325",Attorney General,,D,David Pepper,"3,311"
Union,Central,Columbus,"34,074","14,325",Auditor of State,,L,Bob Bridges,787
Union,Central,Columbus,"34,074","14,325",Auditor of State,,D,John Patrick Carney,"2,821"
Union,Central,Columbus,"34,074","14,325",Auditor of State,,R,Dave Yost,"10,358"
Union,Central,Columbus,"34,074","14,325",Secretary of State,,R,Jon Husted,"10,587"
Union,Central,Columbus,"34,074","14,325",Secretary of State,,L,Kevin Knedler,801
Union,Central,Columbus,"34,074","14,325",Secretary of State,,D,Nina Turner,"2,613"
Union,Central,Columbus,"34,074","14,325",Treasurer of State,,R,Josh Mandel,"9,736"
Union,Central,Columbus,"34,074","14,325",Treasurer of State,,D,Connie Pillich,"4,263"
Union,Central,Columbus,"34,074","14,325",U.S. House of Representatives,04,D,Janet Garrett,"3,368"
Union,Central,Columbus,"34,074","14,325",U.S. House of Representatives,04,R,Jim Jordan,"10,492"
Union,Central,Columbus,"34,074","14,325",State House of Representatives,86,D,John Allen Babik,"3,163"
Union,Central,Columbus,"34,074","14,325",State House of Representatives,86,R,Dorothy Pelanda,"10,691"
