County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Fayette,Central,Columbus,"15,908","6,447",Governor,,D,Edward FitzGerald,"1,339"
Fayette,Central,Columbus,"15,908","6,447",Governor,,R,John Kasich,"4,821"
Fayette,Central,Columbus,"15,908","6,447",Governor,,G,Anita Rios,144
Fayette,Central,Columbus,"15,908","6,447",Attorney General,,R,Mike DeWine,"4,844"
Fayette,Central,Columbus,"15,908","6,447",Attorney General,,D,David Pepper,"1,470"
Fayette,Central,Columbus,"15,908","6,447",Auditor of State,,L,Bob Bridges,261
Fayette,Central,Columbus,"15,908","6,447",Auditor of State,,D,John Patrick Carney,"1,384"
Fayette,Central,Columbus,"15,908","6,447",Auditor of State,,R,Dave Yost,"4,568"
Fayette,Central,Columbus,"15,908","6,447",Secretary of State,,R,Jon Husted,"4,720"
Fayette,Central,Columbus,"15,908","6,447",Secretary of State,,L,Kevin Knedler,277
Fayette,Central,Columbus,"15,908","6,447",Secretary of State,,D,Nina Turner,"1,242"
Fayette,Central,Columbus,"15,908","6,447",Treasurer of State,,R,Josh Mandel,"4,365"
Fayette,Central,Columbus,"15,908","6,447",Treasurer of State,,D,Connie Pillich,"1,900"
Fayette,Central,Columbus,"15,908","6,447",U.S. House of Representatives,10,L,David A. Harlow,192
Fayette,Central,Columbus,"15,908","6,447",U.S. House of Representatives,10,D,Robert Klepinger,"1,114"
Fayette,Central,Columbus,"15,908","6,447",U.S. House of Representatives,10,R,Mike Turner,"3,517"
Fayette,Central,Columbus,"15,908","6,447",U.S. House of Representatives,15,R,Steve Stivers,"1,137"
Fayette,Central,Columbus,"15,908","6,447",U.S. House of Representatives,15,D,Scott Wharton,215
Fayette,Central,Columbus,"15,908","6,447",State Senate,17,R,Bob Peterson,"5,158"
Fayette,Central,Columbus,"15,908","6,447",State House of Representatives,92,R,Gary Scherer,"4,919"
