County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Van Wert,West,Ft. Wayne,"19,729","3,094",Governor,,R,John Kasich,"1,996"
Van Wert,West,Ft. Wayne,"19,729","3,094",Attorney General,,R,Mike DeWine,"2,013"
Van Wert,West,Ft. Wayne,"19,729","3,094",Auditor of State,,R,Dave Yost,"1,776"
Van Wert,West,Ft. Wayne,"19,729","3,094",Secretary of State,,R,Jon Husted,"1,847"
Van Wert,West,Ft. Wayne,"19,729","3,094",Treasurer of State,,R,Josh Mandel,"1,892"
Van Wert,West,Ft. Wayne,"19,729","3,094",U.S. House of Representatives,05,R,Bob Latta,"2,006"
Van Wert,West,Ft. Wayne,"19,729","3,094",State Senate,01,R,Cliff Hite,903
Van Wert,West,Ft. Wayne,"19,729","3,094",State Senate,01,R,Milo Schaffner,"1,147"
Van Wert,West,Ft. Wayne,"19,729","3,094",State Senate,01,R,Corey Shankleton,251
Van Wert,West,Ft. Wayne,"19,729","3,094",State House of Representatives,82,R,Tony Burkley,"1,567"
Van Wert,West,Ft. Wayne,"19,729","3,094",State House of Representatives,82,R,Brett W. Eley,541
