County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Meigs,Southeast,Charleston,"15,188","5,962",Governor,,D,Edward FitzGerald,"1,811"
Meigs,Southeast,Charleston,"15,188","5,962",Governor,,R,John Kasich,"3,612"
Meigs,Southeast,Charleston,"15,188","5,962",Governor,,G,Anita Rios,243
Meigs,Southeast,Charleston,"15,188","5,962",Attorney General,,R,Mike DeWine,"3,930"
Meigs,Southeast,Charleston,"15,188","5,962",Attorney General,,D,David Pepper,"1,741"
Meigs,Southeast,Charleston,"15,188","5,962",Auditor of State,,L,Bob Bridges,282
Meigs,Southeast,Charleston,"15,188","5,962",Auditor of State,,D,John Patrick Carney,"1,670"
Meigs,Southeast,Charleston,"15,188","5,962",Auditor of State,,R,Dave Yost,"3,592"
Meigs,Southeast,Charleston,"15,188","5,962",Secretary of State,,R,Jon Husted,"3,486"
Meigs,Southeast,Charleston,"15,188","5,962",Secretary of State,,L,Kevin Knedler,298
Meigs,Southeast,Charleston,"15,188","5,962",Secretary of State,,D,Nina Turner,"1,783"
Meigs,Southeast,Charleston,"15,188","5,962",Treasurer of State,,R,Josh Mandel,"3,685"
Meigs,Southeast,Charleston,"15,188","5,962",Treasurer of State,,D,Connie Pillich,"1,894"
Meigs,Southeast,Charleston,"15,188","5,962",U.S. House of Representatives,06,D,Jennifer Garrison,"1,873"
Meigs,Southeast,Charleston,"15,188","5,962",U.S. House of Representatives,06,R,Bill Johnson,"3,607"
Meigs,Southeast,Charleston,"15,188","5,962",U.S. House of Representatives,06,G,Dennis Lambert,219
Meigs,Southeast,Charleston,"15,188","5,962",State House of Representatives,94,R,Yolan G. Dennis,"3,282"
Meigs,Southeast,Charleston,"15,188","5,962",State House of Representatives,94,D,Debbie Phillips,"2,471"
