County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Shelby,West,Dayton,"32,796","8,573",Governor,,R,John Kasich,"4,723"
Shelby,West,Dayton,"32,796","8,573",Attorney General,,R,Mike DeWine,"4,674"
Shelby,West,Dayton,"32,796","8,573",Auditor of State,,R,Dave Yost,"4,294"
Shelby,West,Dayton,"32,796","8,573",Secretary of State,,R,Jon Husted,"4,381"
Shelby,West,Dayton,"32,796","8,573",Treasurer of State,,R,Josh Mandel,"4,478"
Shelby,West,Dayton,"32,796","8,573",U.S. House of Representatives,04,R,Jim Jordan,"5,024"
Shelby,West,Dayton,"32,796","8,573",State House of Representatives,84,R,Jim Buchy,"1,417"
Shelby,West,Dayton,"32,796","8,573",State House of Representatives,85,R,C. Douglas Chamberlain,836
Shelby,West,Dayton,"32,796","8,573",State House of Representatives,85,R,Robert J. Luckey III,869
Shelby,West,Dayton,"32,796","8,573",State House of Representatives,85,R,Nino Vitale,"1,927"
