County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Seneca,Northwest,Toledo,"35,193","14,278",Governor,,D,Edward FitzGerald,"3,722"
Seneca,Northwest,Toledo,"35,193","14,278",Governor,,R,John Kasich,"9,662"
Seneca,Northwest,Toledo,"35,193","14,278",Governor,,G,Anita Rios,394
Seneca,Northwest,Toledo,"35,193","14,278",Attorney General,,R,Mike DeWine,"9,337"
Seneca,Northwest,Toledo,"35,193","14,278",Attorney General,,D,David Pepper,"4,519"
Seneca,Northwest,Toledo,"35,193","14,278",Auditor of State,,L,Bob Bridges,808
Seneca,Northwest,Toledo,"35,193","14,278",Auditor of State,,D,John Patrick Carney,"4,091"
Seneca,Northwest,Toledo,"35,193","14,278",Auditor of State,,R,Dave Yost,"8,748"
Seneca,Northwest,Toledo,"35,193","14,278",Secretary of State,,R,Jon Husted,"9,560"
Seneca,Northwest,Toledo,"35,193","14,278",Secretary of State,,L,Kevin Knedler,802
Seneca,Northwest,Toledo,"35,193","14,278",Secretary of State,,D,Nina Turner,"3,450"
Seneca,Northwest,Toledo,"35,193","14,278",Treasurer of State,,R,Josh Mandel,"8,697"
Seneca,Northwest,Toledo,"35,193","14,278",Treasurer of State,,D,Connie Pillich,"5,214"
Seneca,Northwest,Toledo,"35,193","14,278",U.S. House of Representatives,04,D,Janet Garrett,"4,587"
Seneca,Northwest,Toledo,"35,193","14,278",U.S. House of Representatives,04,R,Jim Jordan,"9,031"
Seneca,Northwest,Toledo,"35,193","14,278",State House of Representatives,87,D,Jeffrey A. Lehart,306
Seneca,Northwest,Toledo,"35,193","14,278",State House of Representatives,87,R,Jeff McClain,715
Seneca,Northwest,Toledo,"35,193","14,278",State House of Representatives,88,R,Bill Reineke,"8,464"
Seneca,Northwest,Toledo,"35,193","14,278",State House of Representatives,88,D,Bill Young,"4,433"
