County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Licking,Central,Columbus,"110,978","21,255",Governor,,R,John Kasich,"11,327"
Licking,Central,Columbus,"110,978","21,255",Attorney General,,R,Mike DeWine,"10,774"
Licking,Central,Columbus,"110,978","21,255",Auditor of State,,R,Dave Yost,"10,096"
Licking,Central,Columbus,"110,978","21,255",Secretary of State,,R,Jon Husted,"10,020"
Licking,Central,Columbus,"110,978","21,255",Treasurer of State,,R,Josh Mandel,"9,923"
Licking,Central,Columbus,"110,978","21,255",U.S. House of Representatives,12,R,Pat Tiberi,"10,972"
Licking,Central,Columbus,"110,978","21,255",State Senate,31,R,Jay Hottinger,"10,327"
Licking,Central,Columbus,"110,978","21,255",State House of Representatives,71,R,James W. Cannon III,987
Licking,Central,Columbus,"110,978","21,255",State House of Representatives,71,R,Scott K. Ryan,"6,162"
Licking,Central,Columbus,"110,978","21,255",State House of Representatives,72,R,Bill Hayes,"3,429"
