County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Miami,West,Dayton,"70,304","17,692",Governor,,D,Larry Ealy,638
Miami,West,Dayton,"70,304","17,692",Governor,,D,Ed FitzGerald,"1,987"
Miami,West,Dayton,"70,304","17,692",Attorney General,,D,David Pepper,"2,354"
Miami,West,Dayton,"70,304","17,692",Auditor of State,,D,John Patrick Carney,"2,338"
Miami,West,Dayton,"70,304","17,692",Secretary of State,,D,Nina Turner,"2,394"
Miami,West,Dayton,"70,304","17,692",Treasurer of State,,D,Connie Pillich,"2,329"
Miami,West,Dayton,"70,304","17,692",U.S. House of Representatives,08,D,Matthew J. Guyette,"1,285"
Miami,West,Dayton,"70,304","17,692",U.S. House of Representatives,08,D,Tom Poetter,"1,159"
Miami,West,Dayton,"70,304","17,692",State Senate,05,D,Dee Gillis,"1,455"
Miami,West,Dayton,"70,304","17,692",State Senate,05,D,Joe Lacey,358
Miami,West,Dayton,"70,304","17,692",State Senate,05,D,Thomas M. Matthew,901
Miami,West,Dayton,"70,304","17,692",State House of Representatives,80,D,Jonathan James Michalski,"2,257"
