County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Darke,West,Dayton,"33,726","7,629",Governor,,D,Larry Ealy,322
Darke,West,Dayton,"33,726","7,629",Governor,,D,Ed FitzGerald,863
Darke,West,Dayton,"33,726","7,629",Attorney General,,D,David Pepper,"1,067"
Darke,West,Dayton,"33,726","7,629",Auditor of State,,D,John Patrick Carney,"1,068"
Darke,West,Dayton,"33,726","7,629",Secretary of State,,D,Nina Turner,"1,076"
Darke,West,Dayton,"33,726","7,629",Treasurer of State,,D,Connie Pillich,"1,042"
Darke,West,Dayton,"33,726","7,629",U.S. House of Representatives,08,D,Matthew J. Guyette,524
Darke,West,Dayton,"33,726","7,629",U.S. House of Representatives,08,D,Tom Poetter,592
Darke,West,Dayton,"33,726","7,629",State Senate,05,D,Dee Gillis,159
Darke,West,Dayton,"33,726","7,629",State Senate,05,D,Joe Lacey,67
Darke,West,Dayton,"33,726","7,629",State Senate,05,D,Thomas M. Matthew,152
Darke,West,Dayton,"33,726","7,629",State House of Representatives,80,D,Jonathan James Michalski,333
