County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Lawrence,Southeast,Charleston,"48,030","5,997",Governor,,D,Larry Ealy,451
Lawrence,Southeast,Charleston,"48,030","5,997",Governor,,D,Ed FitzGerald,"1,036"
Lawrence,Southeast,Charleston,"48,030","5,997",Attorney General,,D,David Pepper,"1,292"
Lawrence,Southeast,Charleston,"48,030","5,997",Auditor of State,,D,John Patrick Carney,"1,282"
Lawrence,Southeast,Charleston,"48,030","5,997",Secretary of State,,D,Nina Turner,"1,311"
Lawrence,Southeast,Charleston,"48,030","5,997",Treasurer of State,,D,Connie Pillich,"1,282"
Lawrence,Southeast,Charleston,"48,030","5,997",U.S. House of Representatives,06,D,Jennifer Garrison,930
Lawrence,Southeast,Charleston,"48,030","5,997",U.S. House of Representatives,06,D,Gregory D. Howard,560
Lawrence,Southeast,Charleston,"48,030","5,997",State House of Representatives,90,D,Thomas Jefferson Davis,335
Lawrence,Southeast,Charleston,"48,030","5,997",State House of Representatives,93,D,Josh Bailey,953
