County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Montgomery,West,Dayton,"373,068","47,894",Governor,,R,John Kasich,"23,001"
Montgomery,West,Dayton,"373,068","47,894",Attorney General,,R,Mike DeWine,"22,689"
Montgomery,West,Dayton,"373,068","47,894",Auditor of State,,R,Dave Yost,"20,368"
Montgomery,West,Dayton,"373,068","47,894",Secretary of State,,R,Jon Husted,"21,426"
Montgomery,West,Dayton,"373,068","47,894",Treasurer of State,,R,Josh Mandel,"20,591"
Montgomery,West,Dayton,"373,068","47,894",U.S. House of Representatives,10,R,John D. Anderson,"4,695"
Montgomery,West,Dayton,"373,068","47,894",U.S. House of Representatives,10,R,Mike Turner,"20,913"
Montgomery,West,Dayton,"373,068","47,894",State Senate,05,R,Bill Beagle,"3,401"
Montgomery,West,Dayton,"373,068","47,894",State House of Representatives,39,R,Jeffrey Dalton,"1,068"
Montgomery,West,Dayton,"373,068","47,894",State House of Representatives,40,R,Mike Henne,"5,148"
Montgomery,West,Dayton,"373,068","47,894",State House of Representatives,41,R,Jim Butler,"5,643"
Montgomery,West,Dayton,"373,068","47,894",State House of Representatives,42,R,Terry Blair,"5,222"
Montgomery,West,Dayton,"373,068","47,894",State House of Representatives,43,R,Jeff Rezabek,"2,443"
