County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Pike,Central,Columbus,"18,115","2,430",Governor,,D,Larry Ealy,178
Pike,Central,Columbus,"18,115","2,430",Governor,,D,Ed FitzGerald,607
Pike,Central,Columbus,"18,115","2,430",Attorney General,,D,David Pepper,724
Pike,Central,Columbus,"18,115","2,430",Auditor of State,,D,John Patrick Carney,731
Pike,Central,Columbus,"18,115","2,430",Secretary of State,,D,Nina Turner,715
Pike,Central,Columbus,"18,115","2,430",Treasurer of State,,D,Connie Pillich,712
Pike,Central,Columbus,"18,115","2,430",U.S. House of Representatives,02,D,Ronny Richards,223
Pike,Central,Columbus,"18,115","2,430",U.S. House of Representatives,02,D,John Sheil,72
Pike,Central,Columbus,"18,115","2,430",U.S. House of Representatives,02,D,William R. Smith,300
Pike,Central,Columbus,"18,115","2,430",U.S. House of Representatives,02,D,Marek Tyszkiewicz,195
