County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Athens,Southeast,Charleston,"43,734","14,863",Governor,,D,Edward FitzGerald,"7,855"
Athens,Southeast,Charleston,"43,734","14,863",Governor,,R,John Kasich,"5,589"
Athens,Southeast,Charleston,"43,734","14,863",Governor,,G,Anita Rios,964
Athens,Southeast,Charleston,"43,734","14,863",Attorney General,,R,Mike DeWine,"6,119"
Athens,Southeast,Charleston,"43,734","14,863",Attorney General,,D,David Pepper,"8,274"
Athens,Southeast,Charleston,"43,734","14,863",Auditor of State,,L,Bob Bridges,826
Athens,Southeast,Charleston,"43,734","14,863",Auditor of State,,D,John Patrick Carney,"7,761"
Athens,Southeast,Charleston,"43,734","14,863",Auditor of State,,R,Dave Yost,"5,272"
Athens,Southeast,Charleston,"43,734","14,863",Secretary of State,,R,Jon Husted,"5,531"
Athens,Southeast,Charleston,"43,734","14,863",Secretary of State,,L,Kevin Knedler,766
Athens,Southeast,Charleston,"43,734","14,863",Secretary of State,,D,Nina Turner,"7,887"
Athens,Southeast,Charleston,"43,734","14,863",Treasurer of State,,R,Josh Mandel,"5,561"
Athens,Southeast,Charleston,"43,734","14,863",Treasurer of State,,D,Connie Pillich,"8,641"
Athens,Southeast,Charleston,"43,734","14,863",U.S. House of Representatives,06,D,Jennifer Garrison,385
Athens,Southeast,Charleston,"43,734","14,863",U.S. House of Representatives,06,R,Bill Johnson,651
Athens,Southeast,Charleston,"43,734","14,863",U.S. House of Representatives,06,G,Dennis Lambert,41
Athens,Southeast,Charleston,"43,734","14,863",U.S. House of Representatives,15,R,Steve Stivers,"4,827"
Athens,Southeast,Charleston,"43,734","14,863",U.S. House of Representatives,15,D,Scott Wharton,"8,262"
Athens,Southeast,Charleston,"43,734","14,863",State House of Representatives,78,D,Laina Fetherolf Rogers,685
Athens,Southeast,Charleston,"43,734","14,863",State House of Representatives,78,R,Ron Hood,261
Athens,Southeast,Charleston,"43,734","14,863",State House of Representatives,94,R,Yolan G. Dennis,"4,759"
Athens,Southeast,Charleston,"43,734","14,863",State House of Representatives,94,D,Debbie Phillips,"8,745"
