County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Delaware,Central,Columbus,"121,173","60,144",Governor,,D,Edward FitzGerald,"12,355"
Delaware,Central,Columbus,"121,173","60,144",Governor,,R,John Kasich,"44,685"
Delaware,Central,Columbus,"121,173","60,144",Governor,,G,Anita Rios,"1,676"
Delaware,Central,Columbus,"121,173","60,144",Attorney General,,R,Mike DeWine,"43,135"
Delaware,Central,Columbus,"121,173","60,144",Attorney General,,D,David Pepper,"15,681"
Delaware,Central,Columbus,"121,173","60,144",Auditor of State,,L,Bob Bridges,"2,202"
Delaware,Central,Columbus,"121,173","60,144",Auditor of State,,D,John Patrick Carney,"13,761"
Delaware,Central,Columbus,"121,173","60,144",Auditor of State,,R,Dave Yost,"42,502"
Delaware,Central,Columbus,"121,173","60,144",Secretary of State,,R,Jon Husted,"42,663"
Delaware,Central,Columbus,"121,173","60,144",Secretary of State,,L,Kevin Knedler,"2,430"
Delaware,Central,Columbus,"121,173","60,144",Secretary of State,,D,Nina Turner,"13,328"
Delaware,Central,Columbus,"121,173","60,144",Treasurer of State,,R,Josh Mandel,"37,450"
Delaware,Central,Columbus,"121,173","60,144",Treasurer of State,,D,Connie Pillich,"20,763"
Delaware,Central,Columbus,"121,173","60,144",U.S. House of Representatives,12,G,Bob Hart,"1,935"
Delaware,Central,Columbus,"121,173","60,144",U.S. House of Representatives,12,D,David Arthur Tibbs,"12,862"
Delaware,Central,Columbus,"121,173","60,144",U.S. House of Representatives,12,R,Pat Tiberi,"43,892"
Delaware,Central,Columbus,"121,173","60,144",State Senate,19,R,Kris Jordan,"38,584"
Delaware,Central,Columbus,"121,173","60,144",State Senate,19,D,Neil Patel,"18,480"
Delaware,Central,Columbus,"121,173","60,144",State House of Representatives,67,R,Andrew O. Brenner,"25,501"
Delaware,Central,Columbus,"121,173","60,144",State House of Representatives,67,D,David Hogan,"12,033"
Delaware,Central,Columbus,"121,173","60,144",State House of Representatives,68,I,Randy Miller,"1,266"
Delaware,Central,Columbus,"121,173","60,144",State House of Representatives,68,R,Margaret Ann Ruhl,"12,913"
Delaware,Central,Columbus,"121,173","60,144",State House of Representatives,68,D,R. Joyce Skocic,"4,847"
