County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Pickaway,Central,Columbus,"32,813","13,648",Governor,,D,Edward FitzGerald,"3,058"
Pickaway,Central,Columbus,"32,813","13,648",Governor,,R,John Kasich,"9,964"
Pickaway,Central,Columbus,"32,813","13,648",Governor,,G,Anita Rios,321
Pickaway,Central,Columbus,"32,813","13,648",Attorney General,,R,Mike DeWine,"9,989"
Pickaway,Central,Columbus,"32,813","13,648",Attorney General,,D,David Pepper,"3,466"
Pickaway,Central,Columbus,"32,813","13,648",Auditor of State,,L,Bob Bridges,559
Pickaway,Central,Columbus,"32,813","13,648",Auditor of State,,D,John Patrick Carney,"3,417"
Pickaway,Central,Columbus,"32,813","13,648",Auditor of State,,R,Dave Yost,"9,253"
Pickaway,Central,Columbus,"32,813","13,648",Secretary of State,,R,Jon Husted,"9,767"
Pickaway,Central,Columbus,"32,813","13,648",Secretary of State,,L,Kevin Knedler,593
Pickaway,Central,Columbus,"32,813","13,648",Secretary of State,,D,Nina Turner,"2,894"
Pickaway,Central,Columbus,"32,813","13,648",Treasurer of State,,R,Josh Mandel,"8,773"
Pickaway,Central,Columbus,"32,813","13,648",Treasurer of State,,D,Connie Pillich,"4,567"
Pickaway,Central,Columbus,"32,813","13,648",U.S. House of Representatives,15,R,Steve Stivers,"9,858"
Pickaway,Central,Columbus,"32,813","13,648",U.S. House of Representatives,15,D,Scott Wharton,"3,494"
Pickaway,Central,Columbus,"32,813","13,648",State Senate,17,R,Bob Peterson,"3,842"
Pickaway,Central,Columbus,"32,813","13,648",State House of Representatives,78,D,Laina Fetherolf Rogers,"2,460"
Pickaway,Central,Columbus,"32,813","13,648",State House of Representatives,78,R,Ron Hood,"5,730"
Pickaway,Central,Columbus,"32,813","13,648",State House of Representatives,92,R,Gary Scherer,"3,839"
