County,Region,Media Market,Total Registered Voters,Total Votes Cast,office,district,party,candidate,votes
Marion,Central,Columbus,"39,585","16,201",Governor,,D,Edward FitzGerald,"4,147"
Marion,Central,Columbus,"39,585","16,201",Governor,,R,John Kasich,"11,129"
Marion,Central,Columbus,"39,585","16,201",Governor,,G,Anita Rios,522
Marion,Central,Columbus,"39,585","16,201",Attorney General,,R,Mike DeWine,"10,860"
Marion,Central,Columbus,"39,585","16,201",Attorney General,,D,David Pepper,"4,967"
Marion,Central,Columbus,"39,585","16,201",Auditor of State,,L,Bob Bridges,759
Marion,Central,Columbus,"39,585","16,201",Auditor of State,,D,John Patrick Carney,"4,654"
Marion,Central,Columbus,"39,585","16,201",Auditor of State,,R,Dave Yost,"10,192"
Marion,Central,Columbus,"39,585","16,201",Secretary of State,,R,Jon Husted,"10,805"
Marion,Central,Columbus,"39,585","16,201",Secretary of State,,L,Kevin Knedler,848
Marion,Central,Columbus,"39,585","16,201",Secretary of State,,D,Nina Turner,"4,032"
Marion,Central,Columbus,"39,585","16,201",Treasurer of State,,R,Josh Mandel,"9,531"
Marion,Central,Columbus,"39,585","16,201",Treasurer of State,,D,Connie Pillich,"6,228"
Marion,Central,Columbus,"39,585","16,201",U.S. House of Representatives,04,D,Janet Garrett,"4,317"
Marion,Central,Columbus,"39,585","16,201",U.S. House of Representatives,04,R,Jim Jordan,"8,328"
Marion,Central,Columbus,"39,585","16,201",U.S. House of Representatives,12,G,Bob Hart,116
Marion,Central,Columbus,"39,585","16,201",U.S. House of Representatives,12,D,David Arthur Tibbs,611
Marion,Central,Columbus,"39,585","16,201",U.S. House of Representatives,12,R,Pat Tiberi,"2,263"
Marion,Central,Columbus,"39,585","16,201",State House of Representatives,86,D,John Allen Babik,"4,263"
Marion,Central,Columbus,"39,585","16,201",State House of Representatives,86,R,Dorothy Pelanda,"8,938"
Marion,Central,Columbus,"39,585","16,201",State House of Representatives,87,D,Jeffrey A. Lehart,627
Marion,Central,Columbus,"39,585","16,201",State House of Representatives,87,R,Jeff McClain,"1,564"
